Angle;Time_Minutes;Counts_34f
0;0;0
1;500;53
2;500;58
3;500;54
4;500;61
5;500;55
6;500;54
7;500;55
8;500;60
9;500;59
10;500;51
11;500;35
12;500;44
13;500;56
14;500;54
15;500;56
16;500;58
17;500;44
18;500;45
19;500;48
20;500;53
21;500;48
22;500;46
23;500;55
24;500;51
25;500;54
26;500;58
27;500;46
28;500;53
29;500;45
30;500;58
31;500;56
32;500;56
33;500;53
34;500;51
35;500;62
36;500;63
37;500;57
38;500;58
39;500;52
40;500;46
41;500;60
42;500;61
43;500;53
44;500;53
45;500;57
46;500;56
47;500;58
48;500;52
49;500;58
50;500;48
51;500;60
52;500;43
53;500;62
54;500;55
55;500;46
56;500;64
57;500;75
58;500;58
59;500;79
60;500;58
61;500;51
62;500;44
63;500;54
64;500;56
65;500;56
66;500;57
67;500;64
68;500;56
69;500;58
70;500;47
71;500;48
72;500;44
73;500;45
74;500;62
75;500;41
76;500;55
77;500;54
78;500;55
79;500;60
80;500;51
81;500;64
82;500;54
83;500;48
84;500;53
85;500;48
86;500;51
87;500;50
88;500;55
89;500;61
90;500;47
91;500;54
92;500;52
93;500;66
94;500;49
95;500;66
96;500;51
97;500;66
98;500;63
99;500;54
100;500;63
101;500;54
102;500;54
103;500;56
104;500;58
105;500;62
106;500;54
107;500;61
108;500;52
109;500;56
110;500;51
111;500;64
112;500;62
113;500;67
114;500;51
115;500;63
116;500;61
117;500;49
118;500;69
119;500;59
120;500;71
121;500;68
122;500;66
123;500;61
124;500;58
125;500;69
126;500;58
127;500;62
128;500;61
129;500;56
130;500;47
131;500;60
132;500;55
133;500;60
134;500;65
135;500;58
136;500;67
137;500;55
138;500;51
139;500;52
140;500;56
141;500;71
142;500;59
143;500;70
144;500;59
145;500;70
146;500;53
147;500;79
148;500;53
149;500;52
150;500;64
151;500;57
152;500;68
153;500;48
154;500;52
155;500;57
156;500;55
157;500;64
158;500;60
159;500;53
160;500;59
161;500;55
162;500;51
163;500;56
164;500;46
165;500;55
166;500;58
167;500;56
168;500;54
169;500;55
170;500;59
171;500;42
172;500;47
173;500;59
174;500;57
175;500;49
176;500;45
177;500;58
178;500;56
179;500;42
180;500;50
