Angle;Time_Minutes;Counts_34f
0;0;0
1;540;49
2;540;33
3;540;49
4;540;34
5;540;49
6;540;41
7;540;49
8;540;54
9;540;48
10;540;38
11;540;41
12;540;41
13;540;46
14;540;46
15;540;38
16;540;45
17;540;45
18;540;34
19;540;40
20;540;55
21;540;56
22;540;41
23;540;55
24;540;43
25;540;39
26;540;46
27;540;36
28;540;47
29;540;54
30;540;41
31;540;37
32;540;55
33;540;48
34;540;45
35;540;51
36;540;48
37;540;53
38;540;41
39;540;38
40;540;40
41;540;45
42;540;51
43;540;32
44;540;62
45;540;45
46;540;38
47;540;46
48;540;48
49;540;52
50;540;52
51;540;45
52;540;39
53;540;64
54;540;40
55;540;49
56;540;40
57;540;44
58;540;44
59;540;55
60;540;42
61;540;50
62;540;49
63;540;49
64;540;41
65;540;42
66;540;48
67;540;48
68;540;34
69;540;52
70;540;44
71;540;47
72;540;46
73;540;54
74;540;49
75;540;49
76;540;38
77;540;66
78;540;52
79;540;42
80;540;38
81;540;48
82;540;63
83;540;45
84;540;46
85;540;41
86;540;51
87;540;55
88;540;48
89;540;47
90;540;40
91;540;48
92;540;35
93;540;54
94;540;63
95;540;33
96;540;52
97;540;47
98;540;53
99;540;49
100;540;32
101;540;47
102;540;49
103;540;40
104;540;37
105;540;61
106;540;63
107;540;47
108;540;58
109;540;51
110;540;43
111;540;45
112;540;44
113;540;50
114;540;53
115;540;36
116;540;52
117;540;37
118;540;59
119;540;43
120;540;46
121;540;37
122;540;39
123;540;50
124;540;54
125;540;52
126;540;33
127;540;46
128;540;44
129;540;63
130;540;41
131;540;48
132;540;41
133;540;43
134;540;43
135;540;36
136;540;43
137;540;37
138;540;44
139;540;51
140;540;48
141;540;43
142;540;42
143;540;42
144;540;49
145;540;51
146;540;31
147;540;53
148;540;52
149;540;37
150;540;65
151;540;43
152;540;36
153;540;51
154;540;58
155;540;55
156;540;44
157;540;44
158;540;54
159;540;38
160;540;51
161;540;50
162;540;39
163;540;45
164;540;39
165;540;53
166;540;33
167;540;43
168;540;42
169;540;43
170;540;43
171;540;43
172;540;33
173;540;44
174;540;44
175;540;39
176;540;62
177;540;46
178;540;35
179;540;40
180;540;38
