Angle;Time_Minutes;Counts_34f
0;0;0
1;500;60
2;500;53
3;500;79
4;500;51
5;500;63
6;500;58
7;500;45
8;500;54
9;500;56
10;500;51
11;500;49
12;500;72
13;500;57
14;500;60
15;500;56
16;500;58
17;500;58
18;500;57
19;500;49
20;500;50
21;500;69
22;500;59
23;500;55
24;500;52
25;500;65
26;500;50
27;500;56
28;500;49
29;500;56
30;500;62
31;500;40
32;500;58
33;500;71
34;500;57
35;500;48
36;500;61
37;500;54
38;500;50
39;500;60
40;500;66
41;500;67
42;500;47
43;500;54
44;500;52
45;500;58
46;500;63
47;500;50
48;500;68
49;500;57
50;500;65
51;500;46
52;500;50
53;500;53
54;500;47
55;500;45
56;500;47
57;500;51
58;500;63
59;500;60
60;500;65
61;500;46
62;500;50
63;500;43
64;500;54
65;500;58
66;500;47
67;500;58
68;500;65
69;500;44
70;500;58
71;500;46
72;500;60
73;500;50
74;500;47
75;500;52
76;500;58
77;500;68
78;500;58
79;500;63
80;500;59
81;500;51
82;500;50
83;500;59
84;500;46
85;500;60
86;500;64
87;500;67
88;500;57
89;500;68
90;500;73
91;500;55
92;500;63
93;500;56
94;500;53
95;500;45
96;500;58
97;500;76
98;500;56
99;500;46
100;500;48
101;500;45
102;500;62
103;500;56
104;500;47
105;500;67
106;500;54
107;500;54
108;500;52
109;500;56
110;500;64
111;500;54
112;500;50
113;500;62
114;500;54
115;500;60
116;500;42
117;500;60
118;500;51
119;500;56
120;500;53
121;500;61
122;500;55
123;500;71
124;500;70
125;500;83
126;500;52
127;500;53
128;500;56
129;500;67
130;500;55
131;500;56
132;500;57
133;500;50
134;500;55
135;500;76
136;500;69
137;500;38
138;500;47
139;500;46
140;500;55
141;500;54
142;500;55
143;500;65
144;500;50
145;500;56
146;500;70
147;500;59
148;500;43
149;500;56
150;500;54
151;500;49
152;500;55
153;500;62
154;500;47
155;500;54
156;500;56
157;500;46
158;500;54
159;500;48
160;500;56
161;500;58
162;500;51
163;500;61
164;500;64
165;500;48
166;500;51
167;500;50
168;500;44
169;500;63
170;500;58
171;500;47
172;500;64
173;500;73
174;500;51
175;500;64
176;500;62
177;500;54
178;500;52
179;500;66
180;500;46
