Angle;Time_Minutes;Counts_34f
0;0;0
1;500;59
2;500;67
3;500;54
4;500;54
5;500;50
6;500;63
7;500;55
8;500;54
9;500;59
10;500;53
11;500;62
12;500;62
13;500;50
14;500;55
15;500;60
16;500;50
17;500;53
18;500;53
19;500;55
20;500;47
21;500;54
22;500;69
23;500;54
24;500;58
25;500;64
26;500;43
27;500;55
28;500;57
29;500;48
30;500;47
31;500;53
32;500;38
33;500;49
34;500;54
35;500;60
36;500;50
37;500;57
38;500;60
39;500;51
40;500;51
41;500;47
42;500;51
43;500;52
44;500;46
45;500;55
46;500;49
47;500;70
48;500;47
49;500;47
50;500;38
51;500;58
52;500;55
53;500;53
54;500;51
55;500;51
56;500;54
57;500;52
58;500;49
59;500;60
60;500;56
61;500;54
62;500;54
63;500;50
64;500;48
65;500;52
66;500;50
67;500;69
68;500;47
69;500;59
70;500;56
71;500;54
72;500;52
73;500;68
74;500;55
75;500;57
76;500;47
77;500;62
78;500;53
79;500;54
80;500;68
81;500;60
82;500;44
83;500;57
84;500;62
85;500;58
86;500;46
87;500;64
88;500;55
89;500;50
90;500;52
91;500;46
92;500;53
93;500;60
94;500;44
95;500;63
96;500;56
97;500;59
98;500;54
99;500;63
100;500;66
101;500;56
102;500;56
103;500;44
104;500;69
105;500;67
106;500;62
107;500;51
108;500;62
109;500;58
110;500;54
111;500;56
112;500;57
113;500;61
114;500;61
115;500;48
116;500;53
117;500;58
118;500;63
119;500;57
120;500;64
121;500;72
122;500;50
123;500;67
124;500;64
125;500;58
126;500;63
127;500;56
128;500;57
129;500;56
130;500;76
131;500;56
132;500;66
133;500;63
134;500;61
135;500;56
136;500;55
137;500;53
138;500;60
139;500;50
140;500;48
141;500;62
142;500;62
143;500;48
144;500;57
145;500;74
146;500;63
147;500;61
148;500;37
149;500;57
150;500;69
151;500;61
152;500;68
153;500;65
154;500;56
155;500;69
156;500;47
157;500;52
158;500;49
159;500;77
160;500;57
161;500;65
162;500;65
163;500;69
164;500;66
165;500;63
166;500;54
167;500;63
168;500;52
169;500;45
170;500;54
171;500;56
172;500;51
173;500;63
174;500;61
175;500;47
176;500;61
177;500;48
178;500;49
179;500;55
180;500;59
