Angle;Time_Minutes;Counts
1;76.8343;1
2;121.993;6
3;141.316;8
4;140.86;6
5;140.048;7
6;141.665;10
7;141.582;7
8;140.35;14
9;140.327;8
10;141.852;9
11;141.214;7
12;140.6;3
13;140.545;10
14;140.841;9
15;141.683;12
16;141.011;6
17;140.897;12
18;141.146;9
19;141.297;9
20;139.214;9
21;138.26;9
22;137.302;4
23;137.869;12
24;138.693;6
25;137.366;6
26;138.732;11
27;137.854;8
28;137.146;4
29;138.319;7
30;138.495;11
31;137.075;10
32;138.363;4
33;137.91;9
34;138.085;11
35;137.986;9
36;137.257;5
37;138.803;9
38;137.783;6
39;138.101;10
40;138.74;14
41;136.788;7
42;138.537;12
43;138.056;11
44;138.236;5
45;137.764;15
46;138.214;10
47;138.618;10
48;137.392;13
49;137.77;8
50;138.263;6
51;138.168;7
52;138.148;7
53;137.805;6
54;137.584;10
55;137.759;9
56;138.626;7
57;137.589;9
58;137.539;9
59;139.155;9
60;137.546;4
61;136.938;9
62;138.994;5
63;138.372;10
64;137.722;14
65;137.865;9
66;137.574;6
67;138.638;10
68;137.179;6
69;137.835;6
70;138.721;5
71;138.193;15
72;138.286;8
73;137.841;6
74;137.84;9
75;137.542;10
76;138.538;10
77;137.546;8
78;137.931;14
79;138.607;14
80;137.673;14
81;137.011;12
82;134.891;9
83;135.195;6
84;134.663;11
85;136.505;3
86;134.273;10
87;134.764;7
88;135.352;9
89;134.443;5
90;135.203;6
91;134.588;7
92;135.873;5
93;134.689;8
94;135.11;7
95;135.262;9
96;134.948;6
97;134.636;11
98;134.131;12
99;135.191;13
100;135.873;6
101;134.227;4
102;134.833;9
103;134.826;6
104;134.714;5
105;136.425;6
106;134.348;10
107;135.561;5
108;135.823;8
109;134.683;4
110;133.853;9
111;135.516;7
112;135.089;4
113;134.107;9
114;135.17;11
115;135.067;10
116;135.773;8
117;134.419;5
118;134.873;6
119;135.515;11
120;134.839;6
121;134.237;8
122;135.702;13
123;135.192;11
124;135.136;6
125;134.388;11
126;135.242;15
127;135.391;10
128;134.149;6
129;135.266;8
130;135.222;7
131;134.794;10
132;136.076;9
133;137.693;4
134;138.338;7
135;137.491;10
136;138.043;7
137;137.749;9
138;137.386;15
139;138.536;5
140;138.183;10
141;139.296;5
142;141.135;7
143;141.433;15
144;141.567;10
145;141.362;7
146;140.42;8
147;141.427;8
148;140.734;7
149;140.69;11
150;140.795;7
151;141.583;12
152;140.975;10
153;140.433;12
154;141.32;7
155;140.903;13
156;140.397;9
157;141.366;5
158;140.718;4
159;141.616;12
160;140.829;7
161;140.718;13
162;140.459;12
163;142.134;8
164;140.55;11
165;141.239;6
166;141.282;7
167;140.438;11
168;141.562;6
169;140.249;9
170;141.746;4
171;140.786;14
172;141.613;9
173;139.209;11
174;144.211;5
175;143.377;5
176;141.02;13
177;141.707;11
178;140.424;8
179;122.488;7
180;76.3725;5
