Radius_m Chi2 DF Reduced_Chi2 P_Value
10.0000 41.97 11 3.8156 1.638027e-05
20.0000 40.53 11 3.6843 2.905452e-05
30.0000 44.66 11 4.0596 5.578493e-06
35.0000 42.36 11 3.8506 1.405102e-05
37.5000 41.65 11 3.7865 1.861055e-05
38.7500 42.43 11 3.8570 1.365706e-05
39.3750 37.81 11 3.4375 8.412817e-05
40.0000 38.12 11 3.4651 7.479273e-05
50.0000 54.31 11 4.9369 1.038163e-07
