Angle;Time_Minutes;Counts
1;87.4172;2
2;139.374;6
3;165.918;8
4;165.313;3
5;164.173;3
6;166.595;7
7;163.766;7
8;166.922;1
9;166.889;6
10;166.315;5
11;166.432;3
12;171.534;2
13;166.411;5
14;168.549;4
15;169.014;4
16;167.564;6
17;168.226;3
18;167.387;4
19;167.342;8
20;168.933;3
21;168.86;7
22;167.542;8
23;168.412;2
24;168.607;3
25;167.477;0
26;168.296;5
27;168.887;3
28;167.177;4
29;167.17;3
30;168.69;5
31;166.679;4
32;168.706;5
33;168.521;1
34;167.201;7
35;168.281;4
36;165.894;5
37;169.346;5
38;167.384;4
39;169.031;3
40;167.383;5
41;169.623;2
42;168.562;2
43;167.184;4
44;167.211;6
45;167.797;6
46;167.103;4
47;169.811;3
48;167.24;9
49;168.381;3
50;167.316;5
51;168.229;5
52;167.892;2
53;168.652;2
54;168.649;2
55;168.036;8
56;166.513;4
57;168.408;6
58;168.519;5
59;167.766;9
60;168.825;8
61;167.467;8
62;167.641;5
63;168.487;3
64;168.993;3
65;167.459;3
66;167.067;8
67;168.077;3
68;168.591;7
69;168.272;7
70;166.802;7
71;167.426;6
72;168.596;4
73;168.074;4
74;168.397;8
75;166.798;4
76;169.557;3
77;165.99;2
78;169.269;3
79;168.271;6
80;166.039;6
81;170.388;10
82;167.542;5
83;167.235;2
84;168.472;6
85;168.608;4
86;166.636;2
87;169.549;5
88;165.617;2
89;169.724;7
90;167.524;4
91;168.968;4
92;164.865;7
93;169.497;4
94;170.487;9
95;167.001;4
96;167.822;4
97;168.412;2
98;164.919;4
99;169.75;5
100;169.294;2
101;167.493;5
102;167.861;3
103;169.126;3
104;166.992;2
105;164.655;5
106;171.606;3
107;166.016;11
108;169.598;4
109;167.449;3
110;169.14;4
111;168.369;4
112;165.058;5
113;169.364;4
114;168.385;9
115;170.273;4
116;166.309;4
117;167.486;1
118;167.781;4
119;169.078;4
120;167.742;7
121;168.571;3
122;167.424;9
123;168.112;5
124;168.586;3
125;165.808;2
126;170.696;7
127;166.027;7
128;167.564;5
129;168.488;5
130;166.513;6
131;169.745;7
132;168.888;4
133;167.245;2
134;167.274;7
135;168.454;6
136;167.525;3
137;169.362;8
138;167.115;3
139;168.765;3
140;166.808;2
141;167.897;3
142;168.608;2
143;167.315;4
144;166.675;2
145;170.799;2
146;167.336;5
147;168.085;8
148;167.768;4
149;168.27;2
150;167.58;2
151;168.304;6
152;166.87;6
153;170.794;7
154;168.071;5
155;166.905;5
156;167.425;5
157;169.155;7
158;166.765;9
159;167.099;6
160;169.53;5
161;166.97;1
162;167.794;6
163;168.941;3
164;166.479;6
165;169.381;4
166;167.974;5
167;168.171;3
168;168.929;9
169;164.679;7
170;168.431;7
171;169.624;6
172;168.457;5
173;167.453;3
174;168.912;2
175;167.948;3
176;167.189;4
177;168.639;2
178;167.916;3
179;139.87;1
180;87.1411;3
