4224;011111;0;0
4720;011111;0;0
22789;111111;0;0
31305;111110;0;0
31430;011111;0;0
35256;111110;0;0
51639;011111;0;0
54083;011111;1;180
56486;111110;1;180
71641;011111;0;0
72425;111110;0;0
92603;011111;1;180
93490;111111;1;180
93764;011111;1;180
94323;011111;1;180
94561;111110;1;180
103640;111110;1;180
104735;111110;1;180
114245;111111;1;180
115163;011111;1;180
115993;111110;1;180
122609;011111;1;180
134598;011111;1;180
135687;011111;1;180
137316;011111;1;180
137713;111110;1;180
145190;011111;1;180
145453;111110;1;180
146619;011111;1;180
156419;111110;1;180
156595;111110;1;180
177802;111110;1;180
181052;111110;1;180
181407;011111;1;180
186250;111110;1;180
186322;011111;1;180
187060;111110;1;180
192176;011111;1;180
208238;111110;1;180
210022;011111;1;180
216298;011111;1;180
240279;011111;1;180
248048;011111;1;180
252512;011111;1;180
255541;011111;1;180
260244;111110;1;180
263995;111110;1;180
266489;011111;1;180
272532;111110;1;180
287398;011111;1;179
295026;111111;1;179
295581;111110;1;179
295843;011111;1;179
297495;011111;1;179
308572;011111;1;179
309067;011111;1;179
309863;111110;1;179
313864;111110;1;179
314909;111110;1;179
318683;111110;1;179
319801;011111;1;179
321821;011111;1;179
325495;011111;1;179
326562;011111;1;179
327862;111110;1;179
328516;011111;1;179
336227;011111;1;179
345188;011111;1;179
348455;011111;1;179
351344;111110;1;179
355934;111110;1;179
361644;111110;1;179
362883;111110;1;179
367874;011111;1;179
374331;011111;1;179
379790;111110;1;179
388507;111110;1;179
388734;111110;1;179
406833;111110;1;179
407856;111110;1;179
415742;111110;1;179
425326;011111;1;179
425714;011111;1;179
435801;011111;1;179
443192;111110;1;179
453558;111110;1;179
463349;111110;1;179
470892;011111;1;178
474494;111110;1;178
481103;111110;1;178
481657;111110;1;178
490497;011111;1;178
496955;111110;1;178
497369;111110;1;178
503156;111110;1;178
505275;011111;1;178
506130;011111;1;178
510968;011111;1;178
520824;111110;1;178
522759;011111;1;178
525301;011111;1;178
530162;011111;1;178
531034;011111;1;178
533992;011111;1;178
536232;111111;1;178
538089;011111;1;178
539307;111110;1;178
555254;011111;1;178
568386;111110;1;178
571048;011111;1;178
571843;011111;1;178
572414;011111;1;178
574865;011111;1;178
576924;111110;1;178
577477;011111;1;178
579932;111110;1;178
583814;111110;1;178
583996;011111;1;178
587982;111110;1;178
607320;111110;1;178
619323;011111;1;178
622212;111110;1;178
625499;111110;1;178
630366;111110;1;178
635079;011111;1;178
646515;111000;1;178
654189;111110;1;177
655652;011111;1;177
657720;111110;1;177
678348;011111;1;177
691963;111111;1;177
694970;011111;1;177
695242;011111;1;177
703988;011111;1;177
706669;011111;1;177
709457;011111;1;177
716755;011111;1;177
718080;011111;1;177
734187;011111;1;177
734479;011111;1;177
737382;011111;1;177
739592;111110;1;177
740762;111110;1;177
742934;111110;1;177
757438;011111;1;177
757606;111110;1;177
758506;111110;1;177
773219;111110;1;177
773700;011111;1;177
774222;111110;1;177
775332;111110;1;177
778855;111110;1;177
786439;011111;1;177
790677;011111;1;177
801674;011111;1;177
805099;111110;1;177
807766;111110;1;177
808286;111110;1;177
811442;111110;1;177
813246;111110;1;177
821953;111110;1;177
824577;111110;1;177
833841;011111;1;177
836285;011111;1;176
843988;111110;1;176
846893;111110;1;176
847521;011111;1;176
858941;011111;1;176
866355;111110;1;176
874228;011111;1;176
874831;111110;1;176
879448;111110;1;176
883470;011111;1;176
884412;111110;1;176
894833;111110;1;176
908141;111110;1;176
913403;011111;1;176
930966;111110;1;176
942962;011111;1;176
952550;011111;1;176
957954;011111;1;176
964707;111110;1;176
967578;111110;1;176
971560;111110;1;176
973184;011111;1;176
975169;111110;1;176
975649;111110;1;176
977477;011111;1;176
981102;111110;1;176
986148;111110;1;176
998187;011111;1;176
1000359;011111;1;176
1007715;011111;1;176
1011437;011111;1;176
1012237;011111;1;176
1012981;011111;1;176
1015469;011111;1;176
1016850;011111;1;175
1026368;111111;1;175
1030604;111110;1;175
1037353;011111;1;175
1038152;111110;1;175
1042443;111111;1;175
1043853;011111;1;175
1055413;011111;1;175
1056641;111110;1;175
1057121;111101;1;175
1059715;111110;1;175
1061632;011111;1;175
1070860;011111;1;175
1072114;011111;1;175
1075708;011111;1;175
1079773;011111;1;175
1088029;111110;1;175
1088171;111111;1;175
1088195;011111;1;175
1094414;111110;1;175
1104472;011111;1;175
1108964;111110;1;175
1111933;011111;1;175
1113096;111110;1;175
1117222;111110;1;175
1121318;011111;1;175
1122038;011111;1;175
1123593;111110;1;175
1132100;011111;1;175
1135761;011111;1;175
1135990;111110;1;175
1139394;111110;1;175
1140468;011111;1;175
1151466;111110;1;175
1152114;111110;1;175
1165073;011111;1;175
1170640;011111;1;175
1170963;011111;1;175
1199181;111111;1;174
1203275;111110;1;174
1206423;011111;1;174
1207920;011111;1;174
1215049;111110;1;174
1216737;111110;1;174
1221610;011111;1;174
1224545;011111;1;174
1227864;011111;1;174
1230091;111111;1;174
1236788;111110;1;174
1254220;111110;1;174
1254406;111110;1;174
1257873;111111;1;174
1259925;011111;1;174
1263207;111110;1;174
1267496;011111;1;174
1273314;011111;1;174
1273993;011111;1;174
1277980;111110;1;174
1281449;111110;1;174
1287875;011111;1;174
1298099;011111;1;174
1304173;011111;1;174
1307987;011111;1;174
1310527;111110;1;174
1312978;111111;1;174
1313754;111110;1;174
1316519;111110;1;174
1318340;011111;1;174
1319085;111110;1;174
1327283;011111;1;174
1332904;111110;1;174
1341169;011111;1;174
1342423;111110;1;174
1343469;111110;1;174
1348161;111110;1;174
1349464;011111;1;174
1361079;111111;1;174
1362316;111110;1;174
1365272;011111;1;174
1366031;011111;1;174
1377532;011111;1;174
1382955;011111;1;173
1391668;011111;1;173
1397808;111111;1;173
1398638;011111;1;173
1400530;011111;1;173
1401698;111110;1;173
1404807;111110;1;173
1408857;111110;1;173
1410914;111110;1;173
1414935;011111;1;173
1417287;111110;1;173
1418991;111110;1;173
1421069;111110;1;173
1424413;111110;1;173
1427185;011111;1;173
1427761;111111;1;173
1433422;011111;1;173
1450521;111110;1;173
1452879;011111;1;173
1453606;011111;1;173
1471136;111110;1;173
1473005;111110;1;173
1486520;011111;1;173
1490179;111110;1;173
1493520;111110;1;173
1499422;011111;1;173
1503051;111110;1;173
1506808;011111;1;173
1508322;111110;1;173
1510582;011111;1;173
1515737;111111;1;173
1524921;011111;1;173
1526100;011111;1;173
1532626;011111;1;173
1533667;111110;1;173
1538213;011111;1;173
1546852;011111;1;173
1548056;111110;1;173
1550498;011111;1;173
1561363;111110;1;173
1564630;111110;1;172
1565547;011111;1;172
1567695;011111;1;172
1586562;011111;1;172
1589646;011111;1;172
1590790;111110;1;172
1596960;011111;1;172
1599467;011111;1;172
1608783;011111;1;172
1610293;111110;1;172
1622230;111110;1;172
1635698;111110;1;172
1640291;011111;1;172
1647898;111110;1;172
1653187;011111;1;172
1657406;011111;1;172
1661843;011111;1;172
1663780;011111;1;172
1663906;111110;1;172
1672811;011111;1;172
1673618;011111;1;172
1676840;111110;1;172
1680311;011111;1;172
1682273;111110;1;172
1683109;011111;1;172
1684026;011111;1;172
1687902;111110;1;172
1689221;011111;1;172
1691479;011111;1;172
1693896;011111;1;172
1695104;011111;1;172
1706235;111110;1;172
1708182;111110;1;172
1710472;011111;1;172
1715954;111110;1;172
1722953;111110;1;172
1731093;011111;1;172
1734501;011111;1;172
1736020;111110;1;172
1742135;011111;1;172
1752008;011111;1;171
1759909;011111;1;171
1781140;111110;1;171
1788466;111110;1;171
1806497;011111;1;171
1808921;111110;1;171
1809764;011111;1;171
1820291;111110;1;171
1827695;011111;1;171
1830213;111000;1;171
1830264;111110;1;171
1831443;011111;1;171
1843898;111110;1;171
1855031;111110;1;171
1855602;111110;1;171
1865918;111111;1;171
1866514;111110;1;171
1869134;011111;1;171
1878787;011111;1;171
1893431;011111;1;171
1904396;011111;1;171
1911336;011111;1;171
1927010;111110;1;171
1928087;011111;1;171
1930885;111110;1;171
1931962;011111;1;171
1932294;011111;1;170
1938106;111110;1;170
1943827;111111;1;170
1946998;111110;1;170
1947213;111110;1;170
1947497;111110;1;170
1948996;011111;1;170
1952670;111110;1;170
1953678;111110;1;170
1964218;011111;1;170
1967636;111110;1;170
1968866;111110;1;170
1977696;111110;1;170
1979270;111110;1;170
1981756;111110;1;170
1982426;111110;1;170
1983954;111110;1;170
1984203;111110;1;170
1994066;111110;1;170
1998115;111110;1;170
1998885;011111;1;170
1999097;111110;1;170
2000257;111110;1;170
2001767;111110;1;170
2004292;011111;1;170
2004320;011111;1;170
2007157;011111;1;170
2012867;011111;1;170
2018152;111110;1;170
2018224;111110;1;170
2022403;111110;1;170
2023130;111110;1;170
2025449;011111;1;170
2044182;011111;1;170
2050407;111110;1;170
2052740;111110;1;170
2056613;011111;1;170
2063537;111110;1;170
2063815;111110;1;170
2066139;111110;1;170
2078765;111111;1;170
2079513;111111;1;170
2091379;011111;1;170
2093234;111111;1;170
2095886;111110;1;170
2106094;111110;1;170
2108459;011111;1;170
2110341;111110;1;170
2115957;011111;1;169
2116425;111110;1;169
2118387;011111;1;169
2121183;011111;1;169
2128985;011111;1;169
2130638;111110;1;169
2142617;011111;1;169
2154507;011111;1;169
2181249;011111;1;169
2186405;111110;1;169
2186669;111110;1;169
2187202;111110;1;169
2199814;011111;1;169
2200774;011111;1;169
2201379;111110;1;169
2202201;011111;1;169
2203283;111110;1;169
2205406;111110;1;169
2215486;111110;1;169
2217545;111110;1;169
2218840;011111;1;169
2224804;111110;1;169
2225326;011111;1;169
2227887;011111;1;169
2233726;011111;1;169
2235157;111110;1;169
2238460;011111;1;169
2244124;111110;1;169
2246127;111110;1;169
2249204;011111;1;169
2250820;011111;1;169
2257222;011111;1;169
2257417;101111;1;169
2257741;011111;1;169
2258813;111110;1;169
2265572;111110;1;169
2273460;011111;1;169
2277829;011111;1;169
2278418;011111;1;169
2278710;111110;1;169
2286606;011111;1;169
2290928;111110;1;169
2294989;011111;1;169
2300892;011111;1;168
2303543;011111;1;168
2306249;111110;1;168
2308135;111110;1;168
2313800;111110;1;168
2315359;011111;1;168
2316992;011111;1;168
2328722;011111;1;168
2329363;011111;1;168
2330397;011111;1;168
2340012;011111;1;168
