Angle;Time_Minutes;Counts
1;66.0032;2
2;101.893;5
3;119.865;2
4;119.74;1
5;121.025;5
6;118.969;1
7;119.676;3
8;120.902;5
9;120.13;4
10;119.266;4
11;121.286;5
12;119.083;2
13;119.481;5
14;120.857;5
15;120.157;6
16;119.297;7
17;119.995;3
18;120.814;5
19;118.66;4
20;121.213;3
21;120.1;9
22;119.281;3
23;119.67;2
24;121.095;5
25;120.5;5
26;119.083;6
27;119.798;8
28;120.077;3
29;119.731;6
30;119.665;3
31;121.087;4
32;119.5;5
33;120.999;4
34;117.729;4
35;121.582;1
36;120.225;7
37;120.277;5
38;119.872;6
39;118.696;5
40;120.579;1
41;120.25;4
42;120.044;5
43;120.585;3
44;118.905;6
45;120.519;10
46;120.37;3
47;119.166;9
48;118.947;3
49;119.703;8
50;122.128;2
51;119.988;7
52;120.927;2
53;117.74;6
54;121.763;5
55;120.063;5
56;118.543;4
57;121.103;6
58;119.562;5
59;119.331;7
60;120.327;5
61;120.145;6
62;120.028;6
63;121.247;9
64;118.261;11
65;119.798;3
66;121.779;2
67;118.561;8
68;121.322;2
69;118.57;3
70;120.81;7
71;119.799;6
72;120.187;8
73;119.992;8
74;119.849;5
75;119.417;5
76;120.597;3
77;118.126;11
78;120.888;0
79;120.827;7
80;119.442;6
81;121.242;2
82;118.709;1
83;121.401;3
84;117.831;7
85;120.431;7
86;121.103;5
87;120.83;8
88;119.612;9
89;119.785;2
90;121.208;0
91;118.689;7
92;119.018;6
93;120.135;5
94;119.275;6
95;121.242;6
96;120.715;5
97;119.523;5
98;119.253;3
99;120.734;2
100;119.5;8
101;120.54;3
102;120.383;8
103;119.298;7
104;119.833;3
105;120.639;1
106;117.809;4
107;121.894;7
108;120.583;2
109;119.011;2
110;120.344;6
111;119.49;1
112;121.734;4
113;119.116;3
114;119.653;3
115;119.854;6
116;121.317;4
117;119.215;6
118;120.881;7
119;122.999;2
120;123.429;3
121;122.555;9
122;122.851;11
123;119.953;2
124;121.804;3
125;120.161;6
126;119.697;1
127;119.709;2
128;119.012;5
129;121.403;8
130;120.717;6
131;118.701;9
132;120.377;4
133;118.275;4
134;121.294;5
135;119.475;4
136;119.789;4
137;120.953;4
138;121.224;4
139;118.451;7
140;120.437;4
141;119.561;2
142;119.612;2
143;121.107;5
144;118.403;4
145;121.108;6
146;119.664;5
147;121.195;3
148;118.941;9
149;119.992;5
150;120.913;4
151;118.21;5
152;121.287;2
153;117.998;5
154;122.488;2
155;119.613;6
156;119.712;6
157;119.559;3
158;119.085;2
159;121.695;6
160;117.725;7
161;121.839;6
162;120.225;5
163;119.65;11
164;121.329;7
165;119.554;2
166;119.15;7
167;120.548;8
168;119.953;7
169;119.532;5
170;119.047;6
171;121.078;5
172;118.774;3
173;120.396;6
174;120.765;3
175;120.565;7
176;119.867;2
177;119.894;6
178;119.261;3
179;101.24;5
180;62.6315;3
