Angle;Time_Minutes;Counts
1;34.9267;1
2;52.1687;0
3;63.5051;1
4;63.0321;3
5;64.5148;2
6;62.31;2
7;62.9775;0
8;63.5683;0
9;61.2025;1
10;64.409;3
11;63.7629;2
12;61.0541;5
13;63.0017;1
14;63.311;1
15;62.7625;1
16;62.5786;5
17;63.9387;0
18;63.6213;1
19;62.0716;2
20;64.6421;2
21;61.4897;1
22;63.0194;2
23;63.3274;3
24;62.0262;3
25;63.1585;1
26;63.3535;0
27;63.0502;6
28;63.0213;1
29;63.3866;1
30;63.2763;3
31;62.3663;4
32;62.9213;1
33;62.8719;0
34;63.9111;4
35;62.8803;1
36;62.0397;5
37;64.3831;6
38;62.133;6
39;63.2077;0
40;62.779;0
41;62.8978;1
42;62.9526;2
43;63.2918;3
44;63.0645;1
45;63.0849;0
46;61.4641;2
47;64.8053;2
48;61.7082;1
49;62.6278;1
50;64.8214;1
51;62.6068;0
52;63.4325;1
53;62.5338;2
54;62.6363;2
55;63.1313;0
56;62.8893;3
57;63.4086;1
58;63.0596;2
59;63.1823;0
60;62.3389;0
61;62.6177;3
62;63.7062;0
63;62.7972;0
64;64.1256;2
65;63.0067;1
66;61.4194;1
67;63.8456;1
68;63.2991;2
69;61.1417;1
70;64.7429;3
71;61.8201;1
72;63.5013;2
73;62.5104;3
74;63.867;1
75;62.6391;2
76;62.8786;1
77;63.6395;0
78;63.122;1
79;62.4098;2
80;63.1691;2
81;63.443;4
82;61.8437;1
83;63.7308;1
84;63.4465;3
85;63.054;1
86;62.6558;1
87;63.2616;3
88;63.5915;1
89;60.6822;3
90;64.8006;4
91;62.7195;1
92;63.1575;2
93;62.2805;1
94;63.0033;1
95;62.8488;2
96;64.2231;2
97;62.5099;2
98;62.0682;1
99;63.7254;1
100;63.2014;1
101;61.8302;1
102;63.3729;3
103;62.7657;4
104;63.4506;3
105;62.1388;1
106;65.1865;0
107;62.1987;4
108;61.7194;4
109;64.1969;2
110;63.0273;1
111;63.7424;1
112;61.9825;1
113;62.3387;2
114;64.0686;2
115;61.8491;0
116;64.2313;1
117;62.1514;1
118;63.0538;2
119;62.5603;2
120;62.8811;1
121;64.1975;3
122;63.1372;3
123;63.3979;1
124;61.9055;1
125;62.301;3
126;63.6268;2
127;62.4873;0
128;64.0836;1
129;62.822;4
130;61.8919;1
131;64.9039;2
132;62.6638;2
133;62.8783;4
134;63.1982;1
135;62.0605;2
136;63.6029;0
137;62.2631;1
138;63.3455;2
139;62.6546;1
140;63.0946;1
141;63.2627;1
142;63.0488;1
143;62.4361;1
144;63.5091;2
145;63.4855;4
146;62.7837;2
147;62.9148;8
148;62.7486;2
149;63.1433;2
150;63.0748;2
151;63.4004;2
152;62.7002;1
153;63.3224;3
154;61.7512;1
155;63.1894;2
156;59.4209;1
157;61.5091;1
158;60.3781;0
159;59.1733;1
160;60.3269;1
161;59.8766;2
162;60.0544;0
163;60.6735;1
164;58.9077;0
165;60.9359;0
166;59.1628;0
167;61.224;1
168;59.2606;2
169;59.8628;0
170;59.507;2
171;60.7835;1
172;59.3618;4
173;60.4919;5
174;59.1486;4
175;60.6973;2
176;59.7646;1
177;60.7852;1
178;57.657;1
179;52.4011;1
180;30.7543;1
