Angle;Time_Minutes;Counts_34f
1;227.595;10
2;355.306;18
3;407.554;23
4;409.541;12
5;405.807;17
6;408.928;28
7;407.96;21
8;407.578;34
9;406.221;27
10;409.882;28
11;407.305;23
12;408.373;19
13;406.343;32
14;409.173;24
15;408.59;29
16;407.461;29
17;409.027;25
18;407.055;27
19;409.195;23
20;404.804;20
21;401.911;24
22;401.702;22
23;401.224;41
24;401.939;26
25;401.91;22
26;403.275;25
27;402.126;20
28;399.996;17
29;402.143;19
30;403.175;34
31;401.109;23
32;401.886;13
33;401.815;28
34;401.609;34
35;403.599;20
36;399.612;26
37;403.289;22
38;401.684;19
39;403.381;22
40;402.803;36
41;398.818;24
42;403.727;36
43;403.334;31
44;402.086;19
45;400.803;41
46;402.053;28
47;404.437;33
48;399.774;31
49;402.992;24
50;400.785;24
51;401.766;22
52;402.315;25
53;403.738;15
54;400.271;35
55;401.005;24
56;404.013;17
57;401.444;23
58;401.553;21
59;403.451;27
60;399.91;19
61;401.391;25
62;403.79;24
63;405.517;24
64;402.995;30
65;406.005;22
66;404.116;23
67;406.257;25
68;404.373;19
69;404.001;18
70;405.803;21
71;405.809;38
72;405.288;22
73;404.696;11
74;404.062;23
75;405.371;24
76;405.065;29
77;404.123;23
78;405.038;31
79;406.54;37
80;404.084;32
81;403.29;34
82;400.648;31
83;397.038;19
84;398.383;25
85;401.972;20
86;396.776;35
87;399.292;22
88;398.944;26
89;400.571;20
90;396.357;28
91;400.462;20
92;399.918;12
93;398.279;19
94;398.426;18
95;400.044;27
96;398.438;19
97;398.945;33
98;396.769;41
99;399.81;36
100;400.86;18
101;398.383;20
102;397.751;17
103;398.985;16
104;397.654;24
105;401.611;18
106;398.458;26
107;400.746;22
108;399.646;19
109;398.815;17
110;396.798;23
111;400.504;26
112;398.634;20
113;397.526;30
114;399.904;30
115;397.477;23
116;400.445;27
117;398.927;15
118;395.994;19
119;395.947;21
120;395.1;25
121;391.776;31
122;391.128;37
123;386.522;29
124;386.394;20
125;387.484;39
126;385.631;31
127;388.641;24
128;389.407;18
129;390.001;22
130;391.201;24
131;388.471;32
132;391.315;24
133;393.857;24
134;392.615;21
135;392.41;31
136;388.955;31
137;390.187;30
138;390.327;37
139;390.689;24
140;390.542;30
141;391.188;21
142;398.868;27
143;395.349;37
144;396.382;31
145;394.793;23
146;397.509;22
147;395.647;23
148;395.488;26
149;395.366;36
150;396.013;22
151;396.474;35
152;396.963;32
153;395.481;32
154;396.097;23
155;396.664;33
156;393.74;33
157;397.389;20
158;396.239;13
159;396.113;35
160;394.197;24
161;396.556;38
162;395.369;28
163;397.75;26
164;395.451;31
165;395.111;20
166;396.175;21
167;396.581;26
168;396.78;18
169;394.914;26
170;397.432;19
171;395.59;31
172;397.678;27
173;392.768;26
174;400.77;19
175;401.604;16
176;399.367;33
177;400.014;20
178;397.44;23
179;346.517;18
180;212.058;11
