Angle;Time_Minutes;Counts
1;12.1944;0
2;18.8744;0
3;20.9238;2
4;21.176;0
5;21.0138;2
6;20.5267;1
7;21.1384;2
8;21.1861;3
9;20.8066;3
10;21.2081;4
11;20.8454;3
12;20.6859;2
13;21.0637;3
14;21.2216;0
15;21.0207;1
16;20.7826;3
17;21.3581;0
18;20.8886;1
19;20.954;0
20;21.1064;0
21;21.2259;0
22;20.8976;1
23;20.7482;4
24;21.2294;2
25;20.8815;0
26;20.9969;0
27;21.141;0
28;20.6842;0
29;21.0319;2
30;21.3425;1
31;20.5989;1
32;21.2198;1
33;21.0379;1
34;20.6816;3
35;21.3421;0
36;20.8846;3
37;21.0603;0
38;20.7519;1
39;21.0834;0
40;21.2397;3
41;20.8139;0
42;20.8457;1
43;21.2077;1
44;21.0618;1
45;20.8158;2
46;20.9093;0
47;21.4238;2
48;20.6006;0
49;21.1501;0
50;20.6877;3
51;21.2454;2
52;21.0844;3
53;21.2329;0
54;21.1995;2
55;20.6011;0
56;21.0991;1
57;20.6536;0
58;21.2138;1
59;21.1418;0
60;20.8571;1
61;20.583;3
62;21.3417;2
63;21.073;0
64;20.5687;1
65;21.4885;1
66;20.8221;0
67;21.2431;0
68;20.8282;2
69;20.8277;0
70;21.0942;2
71;20.9559;1
72;21.2027;0
73;21.0875;0
74;20.6953;1
75;21.1122;2
76;21.0365;2
77;20.9908;0
78;21.1375;1
79;20.9995;1
80;20.6834;1
81;21.2617;3
82;21.3809;0
83;20.3689;2
84;21.1365;1
85;21.3431;2
86;20.6261;2
87;20.9605;2
88;21.1811;3
89;21.1947;2
90;20.4591;2
91;21.3938;0
92;20.9098;0
93;20.9212;1
94;20.9987;1
95;21.1488;2
96;21.0039;0
97;20.7807;2
98;20.6566;4
99;21.2056;0
100;21.1888;2
101;20.9551;3
102;21.0968;0
103;20.7677;0
104;21.4148;1
105;20.7265;1
106;20.6885;0
107;21.4038;3
108;20.9825;0
109;21.0072;3
110;21.2221;1
111;20.8453;2
112;21.0556;2
113;20.7913;2
114;21.0574;2
115;20.9395;0
116;20.8996;2
117;21.2448;0
118;21.0216;1
119;20.6552;1
120;21.2408;2
121;21.2481;2
122;18.9678;2
123;17.81;1
124;18.1453;1
125;18.017;1
126;17.6538;0
127;18.1555;1
128;17.9983;2
129;17.9657;0
130;18.3948;0
131;17.6016;2
132;18.1582;2
133;18.116;1
134;17.5829;1
135;18.0138;1
136;17.8455;3
137;18.1739;2
138;18.3503;2
139;17.9636;2
140;18.0907;1
141;17.9296;0
142;18.1371;0
143;18.1352;1
144;17.5965;2
145;17.9762;1
146;17.7949;1
147;18.2755;0
148;17.7546;2
149;17.8708;2
150;18.3311;1
151;17.9998;4
152;18.1569;2
153;18.4737;2
154;17.4351;2
155;18.0669;2
156;17.8227;2
157;17.9828;2
158;18.2539;2
159;18.1845;3
160;17.5382;2
161;18.0952;3
162;17.958;1
163;18.0121;1
164;18.0312;1
165;17.8867;3
166;17.6192;0
167;18.4249;2
168;18.0212;0
169;18.1133;3
170;17.9263;0
171;17.9683;1
172;18.219;3
173;17.8805;0
174;18.0136;1
175;18.0202;0
176;17.8238;0
177;18.2582;0
178;17.8412;0
179;15.7122;1
180;9.06155;0
