Angle;Time_Minutes;Counts_34f
1;147.463;3
2;231.497;12
3;267.309;17
4;267.552;9
5;265.536;13
6;267.464;19
7;267.963;14
8;266.12;25
9;265.457;21
10;268.906;21
11;266.404;15
12;267.192;7
13;265.865;22
14;266.734;17
15;268.448;20
16;266.252;11
17;267.654;20
18;266.583;15
19;268.025;14
20;263.404;12
21;261.117;18
22;260.477;12
23;259.851;25
24;261.819;17
25;260.654;9
26;262.586;16
27;260.808;12
28;259.343;8
29;261.037;13
30;262.476;22
31;259.641;17
32;260.742;8
33;261.47;18
34;260.14;23
35;261.936;16
36;260.049;9
37;262.157;16
38;260.059;13
39;262.116;16
40;261.75;26
41;258.622;15
42;262.12;23
43;262.064;19
44;260.832;9
45;260.114;26
46;261.387;18
47;262.746;18
48;259.376;22
49;260.998;15
50;261.134;15
51;260.514;12
52;261.72;11
53;261.813;11
54;259.165;23
55;260.639;18
56;262.344;11
57;260.314;15
58;260.525;13
59;262.991;15
60;259.789;8
61;259.155;17
62;263.115;13
63;261.126;17
64;260.57;22
65;260.65;16
66;260.285;12
67;262.309;19
68;259.121;11
69;261.321;9
70;262.238;9
71;261.026;23
72;261.261;15
73;261.165;6
74;260.842;16
75;260.293;20
76;261.575;21
77;260.045;17
78;261.419;23
79;261.872;25
80;260.157;25
81;259.082;23
82;255.886;17
83;254.42;12
84;254.32;18
85;257.926;7
86;253.306;19
87;254.599;16
88;255.345;19
89;255.726;10
90;254.099;14
91;253.92;10
92;256.698;6
93;254.85;12
94;254.413;12
95;255.901;17
96;254.945;12
97;254.005;19
98;254.125;24
99;255.192;25
100;256.837;9
101;253.214;10
102;254.602;13
103;255.12;10
104;254.229;10
105;257.333;9
106;254.183;18
107;255.922;14
108;256.377;11
109;254.193;10
110;253.219;15
111;256.077;15
112;254.742;11
113;253.923;19
114;255.467;19
115;254.393;14
116;256.214;16
117;255.037;10
118;254.241;12
119;255.681;15
120;254.613;10
121;254.169;22
122;254.248;26
123;251.566;18
124;252.656;11
125;251.464;26
126;251.191;24
127;253.665;18
128;250.517;12
129;252.238;15
130;252.594;16
131;251.32;20
132;253.337;15
133;255.9;9
134;254.942;13
135;254.049;19
136;251.156;17
137;252.046;18
138;251.226;25
139;253.524;15
140;251.773;17
141;254.397;12
142;258.685;13
143;258.435;26
144;258.926;22
145;257.782;13
146;257.924;14
147;258.962;13
148;257.136;17
149;257.386;22
150;257.627;15
151;258.772;25
152;258.388;21
153;257.577;23
154;258.587;15
155;257.439;23
156;256.866;23
157;259.216;9
158;257.399;7
159;258.87;20
160;257.007;15
161;257.703;24
162;257.658;21
163;259.181;12
164;258.151;20
165;257.659;13
166;258.149;11
167;257.496;17
168;258.957;9
169;257.488;16
170;258.503;8
171;258.045;22
172;258.666;16
173;255.684;19
174;263.18;12
175;263.468;10
176;260.905;25
177;262.293;17
178;259.771;15
179;226.577;11
180;141.271;9
