21747;011111;0;180
22032;011111;1;1
38555;011111;1;1
43626;011111;1;1
71607;011111;1;1
87570;011111;1;1
88383;011111;1;1
92476;011111;1;1
92840;011111;1;1
95098;011111;1;1
124435;011111;1;1
127296;011111;1;1
137555;011111;1;1
138595;011111;1;1
146589;011111;1;1
148919;011111;1;1
157151;011111;1;1
160099;011111;1;1
160417;011111;1;1
208050;011111;1;2
211899;011111;1;2
212976;011111;1;2
216411;011111;1;2
219336;011111;1;2
248949;011111;1;2
251283;011111;1;2
265719;011111;1;2
272063;011111;1;2
274591;011111;1;2
306497;011111;1;2
310662;111111;1;2
311817;011111;1;2
316795;011111;1;2
326729;011111;1;2
331168;011111;1;2
333079;011111;1;2
340258;011111;1;2
340702;011111;1;2
344960;011111;1;2
357530;110111;1;2
358862;011111;1;2
364808;011111;1;2
365315;111111;1;2
371001;011111;1;2
383180;011111;1;3
431986;011111;1;3
435447;011111;1;3
444403;011111;1;3
447500;111111;1;3
460100;011111;1;3
461440;011111;1;3
471359;111111;1;3
474181;011111;1;3
482669;011111;1;3
496857;011111;1;3
499168;011111;1;3
506811;011111;1;3
512415;011111;1;3
514740;011111;1;3
525162;011111;1;3
533052;011111;1;3
539961;011111;1;3
542062;011111;1;3
545382;011111;1;3
554520;011111;1;3
555574;111110;1;3
573239;011111;1;4
575034;111110;1;4
586384;011111;1;4
591705;011111;1;4
604099;011111;1;4
606609;011111;1;4
616206;011111;1;4
616716;011111;1;4
636760;011111;1;4
638398;011111;1;4
640011;111110;1;4
645014;011111;1;4
651204;011111;1;4
668613;011111;1;4
675127;011111;1;4
686370;011111;1;4
692335;011111;1;4
699908;011111;1;4
709572;011111;1;4
711019;011111;1;4
711353;011111;1;4
716870;011111;1;4
749176;011111;1;5
752329;011111;1;5
752851;111110;1;5
774664;011111;1;5
786561;011111;1;5
790401;011111;1;5
814487;011111;1;5
845627;011111;1;5
867385;011111;1;5
873608;111111;1;5
877773;011111;1;5
880066;011111;1;5
888233;011111;1;5
897056;011111;1;5
915821;011111;1;5
917617;011111;1;5
924923;011111;1;6
932282;011111;1;6
944552;111111;1;6
962524;011111;1;6
968172;011111;1;6
968254;011111;1;6
975544;011111;1;6
983797;011111;1;6
993589;011111;1;6
993835;011111;1;6
1027346;011111;1;6
1031501;011111;1;6
1033365;011111;1;6
1038354;011111;1;6
1043245;011111;1;6
1046176;011111;1;6
1056198;011111;1;6
1065452;011111;1;6
