Angle;Time_Minutes;Counts_34f
0;0;0
1;47.7111;1
2;70.4267;3
3;84.4289;1
4;83.6672;0
5;84.9423;3
6;82.7376;1
7;83.9609;1
8;85.1598;3
9;83.7507;2
10;83.2024;3
11;85.0171;4
12;83.5173;0
13;83.8052;4
14;84.6575;4
15;83.8897;0
16;83.4627;1
17;83.8102;2
18;84.7924;2
19;82.6746;2
20;85.0002;2
21;84.2447;3
22;83.5688;3
23;83.787;1
24;84.6149;2
25;84.5727;4
26;83.2025;2
27;83.7514;6
28;83.8538;1
29;84.0197;4
30;83.9235;1
31;84.8578;0
32;83.6566;1
33;84.5064;1
34;82.2293;1
35;85.4919;0
36;84.0398;5
37;84.3843;3
38;83.7868;3
39;82.7899;4
40;84.4171;0
41;84.2571;0
42;84.2603;1
43;84.5736;2
44;82.5807;2
45;84.6088;5
46;84.7095;1
47;82.8197;3
48;83.3085;2
49;83.9689;5
50;85.6822;1
51;83.8522;4
52;85.0202;1
53;81.8707;2
54;85.3842;2
55;84.227;2
56;82.938;2
57;84.7338;2
58;83.4817;3
59;83.6462;5
60;83.9359;2
61;84.2524;4
62;84.2281;3
63;84.9965;4
64;82.4368;7
65;83.9266;0
66;85.7987;1
67;82.4234;4
68;85.408;2
69;82.3384;3
70;84.5338;4
71;84.3866;1
72;83.8821;3
73;84.2079;4
74;83.5873;1
75;83.6508;2
76;84.6073;1
77;82.2385;6
78;84.5126;0
79;85.5811;4
80;82.9059;3
81;85.0285;1
82;82.7614;0
83;85.1486;2
84;82.6725;2
85;83.7695;3
86;85.1281;3
87;84.7651;5
88;83.7591;5
89;83.7464;1
90;85.082;0
91;82.5375;4
92;83.5609;4
93;84.0385;3
94;83.4414;2
95;85.0531;4
96;84.7015;3
97;83.1045;3
98;83.7546;1
99;84.9049;1
100;83.4123;3
101;83.9992;2
102;84.2839;3
103;83.8136;6
104;83.8595;1
105;84.5512;1
106;81.9777;3
107;85.4988;4
108;85.0435;1
109;82.9569;1
110;83.839;3
111;83.9994;0
112;85.2482;2
113;83.585;2
114;83.2951;2
115;84.1252;1
116;84.971;1
117;83.4677;2
118;84.4099;3
119;87.4384;1
120;87.616;2
121;86.6765;4
122;86.4432;2
123;84.2338;1
124;85.9449;3
125;83.9951;2
126;83.509;0
127;83.5928;2
128;83.8675;4
129;84.2206;3
130;85.1046;1
131;82.8987;1
132;84.2223;1
133;82.5177;3
134;85.1259;2
135;83.4049;4
136;83.9915;2
137;84.7553;2
138;84.7862;2
139;83.4279;4
140;84.07;1
141;83.4545;2
142;83.7857;2
143;85.076;2
144;82.4887;2
145;85.0013;1
146;84.0461;2
147;84.6198;1
148;83.091;3
149;83.9776;3
150;84.9187;1
151;82.4964;3
152;85.0388;2
153;82.096;3
154;86.3118;1
155;83.3556;4
156;83.942;2
157;83.7068;1
158;83.1606;1
159;85.7278;2
160;81.4667;2
161;85.8637;2
162;84.2008;5
163;83.7235;7
164;85.016;0
165;83.5831;1
166;83.0327;5
167;84.8637;5
168;84.0633;5
169;83.2885;1
170;83.8024;3
171;84.5194;2
172;82.6864;1
173;84.6393;0
174;84.833;2
175;84.0792;3
176;84.144;1
177;83.9746;4
178;82.8455;2
179;70.6379;2
180;43.9529;2
