Angle;Time_Minutes;Counts
1;15.3467;1
2;23.2868;2
3;26.9256;3
4;27.1336;1
5;27.0312;0
6;27.2586;2
7;26.8072;2
8;26.8507;2
9;27.1462;3
10;26.8765;2
11;26.75;1
12;27.7635;1
13;26.4663;1
14;26.9501;3
15;27.3395;1
16;26.5879;0
17;26.9906;0
18;27.0551;3
19;27.2131;0
20;26.6919;1
21;27.0526;3
22;27.3398;5
23;26.5634;1
24;26.9468;6
25;27.2638;0
26;27.2546;0
27;26.7854;0
28;26.8905;1
29;27.1622;1
30;27.2195;3
31;27.1726;0
32;26.6587;2
33;26.9754;0
34;26.4705;2
35;27.4243;2
36;26.9016;0
37;27.0295;2
38;27.136;2
39;27.2505;1
40;26.5313;1
41;27.1418;2
42;27.1246;4
43;27.6377;2
44;26.4094;0
45;26.8902;2
46;27.0063;2
47;27.3692;0
48;26.5583;3
49;27.271;1
50;27.2731;2
51;26.0925;1
52;27.2634;0
53;27.7634;1
54;26.4383;2
55;27.0448;2
56;26.8546;0
57;27.1472;1
58;27.5175;1
59;26.3371;3
60;27.1087;2
61;27.1181;3
62;27.0833;2
63;26.7186;1
64;27.1934;1
65;26.5105;1
66;27.0718;1
67;27.1474;2
68;26.9204;0
69;27.3622;0
70;27.0795;1
71;27.0893;1
72;26.5993;2
73;27.0162;0
74;27.1098;2
75;27.3851;1
76;26.4811;3
77;26.941;4
78;26.9108;1
79;27.2725;1
80;26.9176;1
81;26.9035;3
82;27.5897;2
83;26.7565;0
84;26.3907;1
85;27.5293;1
86;26.8749;0
87;26.8387;1
88;26.8231;1
89;27.6792;1
90;27.0057;2
91;26.3166;0
92;27.0533;1
93;27.367;0
94;26.6793;1
95;27.0723;2
96;27.3061;2
97;26.7175;0
98;27.3063;2
99;26.7841;5
100;27.2702;0
101;26.5996;0
102;27.0479;1
103;27.3854;1
104;26.4843;0
105;27.3081;0
106;27.2729;3
107;26.9581;2
108;26.7898;0
109;27.2271;1
110;26.6305;0
111;27.1233;1
112;26.835;3
113;27.0549;2
114;27.5496;3
115;26.3036;1
116;27.2955;3
117;27.3155;3
118;26.6553;2
119;26.9321;0
120;26.7367;0
121;27.0851;4
122;27.3552;6
123;26.4635;1
124;27.5054;0
125;26.999;7
126;26.6155;0
127;27.2188;0
128;27.0929;1
129;26.8121;2
130;26.9693;4
131;26.9987;5
132;27.038;2
133;27.8023;2
134;26.7109;2
135;26.6154;1
136;23.9423;2
137;23.8749;2
138;24.1553;3
139;24.028;3
140;24.0449;3
141;23.8471;4
142;23.9904;2
143;23.8762;3
144;24.1999;3
145;23.5992;1
146;24.512;1
147;23.9324;2
148;23.844;5
149;24.1725;3
150;23.9093;1
151;24.2424;2
152;23.6007;2
153;24.0486;3
154;24.16;2
155;23.9361;1
156;23.935;4
157;24.4393;2
158;23.9066;0
159;23.8007;1
160;23.7882;2
161;24.0129;0
162;24.1472;3
163;23.8531;2
164;24.3867;1
165;23.4144;2
166;24.1595;0
167;24.1663;1
168;24.0859;0
169;24.2332;0
170;23.8129;2
171;23.9858;3
172;23.733;0
173;24.3991;3
174;23.69;2
175;24.4206;3
176;24.0312;2
177;23.8557;0
178;24.0887;0
179;20.2204;0
180;13.1424;1
