Angle;Time_Minutes;Counts_34f
0;0;0
1;294.408;34
2;451.363;29
3;515.633;46
4;518.058;38
5;513.584;42
6;516.709;37
7;515.899;35
8;515.957;40
9;513.756;47
10;518.436;36
11;515.054;53
12;516.733;56
13;513.307;45
14;517.807;31
15;516.8;41
16;514.904;58
17;516.396;40
18;515.548;36
19;517.716;46
20;513.38;38
21;510.201;35
22;510.151;49
23;508.612;33
24;511.246;42
25;509.802;39
26;510.471;43
27;509.714;40
28;508.749;35
29;509.868;26
30;511.529;46
31;507.648;41
32;512.216;50
33;512.628;41
34;513.244;42
35;514.709;41
36;509.933;38
37;514.901;45
38;513.35;51
39;512.538;42
40;514.269;43
41;509.706;38
42;515.468;37
43;513.455;43
44;513.539;38
45;512.235;42
46;512.702;38
47;515.468;39
48;510.519;49
49;514.532;43
50;511.233;39
51;512.829;46
52;514.247;44
53;513.121;40
54;512.318;35
55;511.866;34
56;515.038;41
57;512.014;54
58;513.128;31
59;514.336;46
60;510.949;41
61;512.066;37
62;514.384;55
63;514.25;33
64;511.487;43
65;513.281;45
66;511.81;42
67;515.121;36
68;512.335;34
69;511.557;43
70;513.806;38
71;513.964;40
72;513.08;42
73;512.797;42
74;512.204;42
75;513.408;50
76;512.779;42
77;512.637;26
78;513.105;43
79;514.32;49
80;511.808;47
81;511.117;42
82;508.887;39
83;504.718;46
84;506.399;47
85;509.16;39
86;505.527;39
87;507.275;69
88;507.022;48
89;509.091;47
90;503.731;40
91;509.039;43
92;508.444;45
93;505.884;47
94;505.516;41
95;508.38;35
96;507.158;34
97;506.431;49
98;505.253;40
99;507.131;42
100;508.451;42
101;506.901;47
102;505.219;45
103;506.964;46
104;507.389;35
105;508.155;46
106;507.213;37
107;508.9;41
108;506.936;45
109;507.834;43
110;504.7;51
111;507.03;44
112;506.828;37
113;506.664;37
114;507.198;33
115;505.189;43
116;508.997;37
117;506.719;57
118;508.09;42
119;505.768;35
120;506.309;44
121;501.914;42
122;500.119;37
123;494.985;43
124;493.747;49
125;495.768;31
126;492.732;38
127;497.94;33
128;497.214;58
129;497.806;30
130;499.738;50
131;496.027;32
132;499.732;46
133;501.428;50
134;499.947;51
135;501.407;44
136;497.164;47
137;497.911;33
138;497.481;46
139;499.582;38
140;498.222;55
141;499.693;48
142;506.254;46
143;503.893;38
144;504.238;50
145;502.967;35
146;505.104;50
147;503.964;47
148;502.627;37
149;503.923;37
150;503.77;37
151;504.922;48
152;504.539;36
153;504.166;46
154;503.648;29
155;505.786;40
156;500.882;39
157;505.16;34
158;503.774;48
159;505.046;37
160;501.693;47
161;504.002;41
162;504.551;41
163;504.99;47
164;503.462;36
165;504.028;49
166;503.378;41
167;504.533;35
168;504.641;33
169;502.635;46
170;506.021;37
171;503.032;42
172;506.604;39
173;500.399;48
174;508.585;47
175;510.122;42
176;506.03;30
177;508.707;32
178;505.309;35
179;442.893;40
180;279.519;22
