Angle;Time_Minutes;Counts_34f
0;0;0
1;226.818;14
2;344.681;15
3;417.204;22
4;413.111;19
5;415.528;21
6;413.833;18
7;413.588;24
8;417.279;28
9;415.737;20
10;415.418;19
11;416.737;18
12;416.906;27
13;415.761;25
14;418.212;17
15;416.807;22
16;416.338;22
17;416.48;16
18;415.1;31
19;409.692;17
20;417.293;25
21;415.732;24
22;412.634;22
23;415.513;17
24;413.672;25
25;413.401;27
26;414.082;23
27;414.11;20
28;414.557;21
29;413.259;28
30;414.911;24
31;412.992;24
32;413.888;32
33;415.192;28
34;412.741;10
35;414.659;29
36;410.722;23
37;418.288;23
38;411.981;14
39;413.757;20
40;413.942;25
41;415.649;27
42;415.01;16
43;413.773;17
44;412.603;21
45;412.748;24
46;413.962;20
47;415.229;27
48;410.63;13
49;415.005;21
50;416.037;22
51;414.646;29
52;415.034;19
53;412.571;25
54;416.411;27
55;411.88;30
56;412.245;27
57;415.741;24
58;414.16;20
59;413.742;22
60;414.758;17
61;412.767;26
62;413.754;20
63;415.272;18
64;414.711;18
65;413.325;26
66;414.532;15
67;411.469;18
68;416.961;28
69;411.179;14
70;416.302;21
71;411.322;22
72;415.474;20
73;413.501;20
74;414.71;20
75;411.854;20
76;416.354;23
77;410.377;22
78;416.389;27
79;415.355;27
80;410.408;14
81;419.363;27
82;411.519;25
83;413.071;23
84;414.264;22
85;414.461;21
86;411.853;25
87;417.466;15
88;412.588;19
89;413.919;27
90;414.916;23
91;414.108;19
92;410.961;17
93;413.767;19
94;415.589;16
95;413.584;14
96;416.44;19
97;413.421;19
98;407.636;29
99;419.846;23
100;414.672;19
101;412.304;23
102;414.677;20
103;414.191;20
104;413.591;31
105;410.629;20
106;417.847;16
107;412.438;23
108;415.072;22
109;415.19;19
110;414.591;20
111;414.46;24
112;410.481;17
113;415.694;24
114;414.468;22
115;414.732;15
116;414.902;18
117;411.598;22
118;414.517;27
119;418.684;25
120;418.528;13
121;416.503;29
122;414.464;19
123;416.893;19
124;414.83;20
125;411.2;26
126;415.167;16
127;411.694;20
128;415.055;17
129;414.486;20
130;413.033;27
131;416.335;10
132;415.893;14
133;411.133;12
134;413.508;25
135;413.92;23
136;412.959;23
137;415.411;18
138;414.989;25
139;414.072;19
140;413.398;18
141;413.183;18
142;414.353;19
143;413.14;31
144;413.181;21
145;418.297;24
146;412.089;25
147;414.683;19
148;413.046;20
149;413.105;24
150;415.219;24
151;412.682;20
152;414.518;17
153;414.561;18
154;415.766;20
155;413.102;21
156;408.935;29
157;414.27;17
158;407.686;23
159;411.747;19
160;409.776;28
161;412.438;20
162;411.111;20
163;412.152;30
164;409.777;25
165;412.495;20
166;410.124;26
167;412.35;19
168;412.099;27
169;405.36;15
170;412.865;30
171;412.845;26
172;409.409;17
173;410.776;17
174;413.597;23
175;411.195;20
176;410.493;28
177;412.345;29
178;406.089;28
179;346.486;17
180;214.393;15
