Angle;Time_Minutes;Counts_34f
0;0;0
1;226.818;18
2;344.681;21
3;417.204;9
4;413.111;19
5;415.528;18
6;413.833;15
7;413.588;20
8;417.279;24
9;415.737;24
10;415.418;26
11;416.737;23
12;416.906;26
13;415.761;29
14;418.212;18
15;416.807;19
16;416.338;22
17;416.48;24
18;415.1;11
19;409.692;18
20;417.293;29
21;415.732;26
22;412.634;22
23;415.513;25
24;413.672;14
25;413.401;21
26;414.082;20
27;414.11;14
28;414.557;18
29;413.259;21
30;414.911;16
31;412.992;25
32;413.888;18
33;415.192;15
34;412.741;22
35;414.659;20
36;410.722;17
37;418.288;24
38;411.981;19
39;413.757;18
40;413.942;17
41;415.649;19
42;415.01;24
43;413.773;27
44;412.603;22
45;412.748;17
46;413.962;24
47;415.229;16
48;410.63;20
49;415.005;18
50;416.037;26
51;414.646;15
52;415.034;20
53;412.571;13
54;416.411;21
55;411.88;29
56;412.245;25
57;415.741;22
58;414.16;25
59;413.742;21
60;414.758;26
61;412.767;23
62;413.754;11
63;415.272;18
64;414.711;22
65;413.325;22
66;414.532;25
67;411.469;21
68;416.961;26
69;411.179;19
70;416.302;23
71;411.322;17
72;415.474;23
73;413.501;28
74;414.71;23
75;411.854;18
76;416.354;32
77;410.377;19
78;416.389;22
79;415.355;12
80;410.408;17
81;419.363;22
82;411.519;19
83;413.071;18
84;414.264;19
85;414.461;14
86;411.853;17
87;417.466;20
88;412.588;17
89;413.919;19
90;414.916;25
91;414.108;16
92;410.961;19
93;413.767;18
94;415.589;12
95;413.584;21
96;416.44;20
97;413.421;19
98;407.636;20
99;419.846;25
100;414.672;20
101;412.304;22
102;414.677;21
103;414.191;18
104;413.591;18
105;410.629;25
106;417.847;27
107;412.438;21
108;415.072;17
109;415.19;23
110;414.591;19
111;414.46;21
112;410.481;16
113;415.694;22
114;414.468;20
115;414.732;25
116;414.902;23
117;411.598;26
118;414.517;16
119;418.684;19
120;418.528;19
121;416.503;22
122;414.464;26
123;416.893;23
124;414.83;18
125;411.2;22
126;415.167;19
127;411.694;19
128;415.055;26
129;414.486;28
130;413.033;29
131;416.335;16
132;415.893;25
133;411.133;19
134;413.508;30
135;413.92;21
136;412.959;19
137;415.411;24
138;414.989;20
139;414.072;20
140;413.398;21
141;413.183;29
142;414.353;21
143;413.14;23
144;413.181;26
145;418.297;17
146;412.089;20
147;414.683;21
148;413.046;22
149;413.105;26
150;415.219;27
151;412.682;13
152;414.518;24
153;414.561;20
154;415.766;13
155;413.102;20
156;408.935;19
157;414.27;30
158;407.686;18
159;411.747;30
160;409.776;19
161;412.438;16
162;411.111;20
163;412.152;21
164;409.777;22
165;412.495;26
166;410.124;22
167;412.35;21
168;412.099;20
169;405.36;16
170;412.865;21
171;412.845;23
172;409.409;17
173;410.776;14
174;413.597;17
175;411.195;16
176;410.493;30
177;412.345;20
178;406.089;17
179;346.486;18
180;214.393;13
