Angle;Time_Minutes;Counts_34f
0;0;0
1;226.818;15
2;344.681;18
3;417.204;28
4;413.111;17
5;415.528;15
6;413.833;22
7;413.588;21
8;417.279;20
9;415.737;27
10;415.418;14
11;416.737;21
12;416.906;21
13;415.761;21
14;418.212;22
15;416.807;21
16;416.338;20
17;416.48;23
18;415.1;19
19;409.692;17
20;417.293;22
21;415.732;21
22;412.634;18
23;415.513;22
24;413.672;17
25;413.401;19
26;414.082;18
27;414.11;21
28;414.557;17
29;413.259;21
30;414.911;19
31;412.992;23
32;413.888;17
33;415.192;27
34;412.741;24
35;414.659;28
36;410.722;22
37;418.288;22
38;411.981;18
39;413.757;21
40;413.942;18
41;415.649;22
42;415.01;28
43;413.773;23
44;412.603;22
45;412.748;24
46;413.962;30
47;415.229;17
48;410.63;25
49;415.005;20
50;416.037;22
51;414.646;20
52;415.034;18
53;412.571;17
54;416.411;22
55;411.88;21
56;412.245;23
57;415.741;30
58;414.16;21
59;413.742;27
60;414.758;25
61;412.767;23
62;413.754;19
63;415.272;18
64;414.711;18
65;413.325;22
66;414.532;19
67;411.469;27
68;416.961;30
69;411.179;20
70;416.302;20
71;411.322;17
72;415.474;22
73;413.501;28
74;414.71;24
75;411.854;20
76;416.354;26
77;410.377;15
78;416.389;20
79;415.355;22
80;410.408;30
81;419.363;16
82;411.519;23
83;413.071;31
84;414.264;20
85;414.461;26
86;411.853;24
87;417.466;21
88;412.588;25
89;413.919;19
90;414.916;17
91;414.108;19
92;410.961;26
93;413.767;23
94;415.589;19
95;413.584;22
96;416.44;24
97;413.421;24
98;407.636;26
99;419.846;27
100;414.672;15
101;412.304;19
102;414.677;28
103;414.191;25
104;413.591;24
105;410.629;17
106;417.847;20
107;412.438;22
108;415.072;20
109;415.19;14
110;414.591;17
111;414.46;22
112;410.481;20
113;415.694;18
114;414.468;21
115;414.732;20
116;414.902;30
117;411.598;22
118;414.517;17
119;418.684;23
120;418.528;17
121;416.503;21
122;414.464;20
123;416.893;18
124;414.83;21
125;411.2;23
126;415.167;22
127;411.694;22
128;415.055;18
129;414.486;19
130;413.033;20
131;416.335;21
132;415.893;25
133;411.133;22
134;413.508;17
135;413.92;24
136;412.959;26
137;415.411;22
138;414.989;27
139;414.072;24
140;413.398;26
141;413.183;27
142;414.353;29
143;413.14;21
144;413.181;34
145;418.297;19
146;412.089;21
147;414.683;21
148;413.046;17
149;413.105;17
150;415.219;20
151;412.682;26
152;414.518;33
153;414.561;24
154;415.766;12
155;413.102;19
156;408.935;23
157;414.27;28
158;407.686;31
159;411.747;23
160;409.776;17
161;412.438;23
162;411.111;21
163;412.152;13
164;409.777;24
165;412.495;23
166;410.124;23
167;412.35;23
168;412.099;14
169;405.36;22
170;412.865;21
171;412.845;20
172;409.409;18
173;410.776;18
174;413.597;25
175;411.195;15
176;410.493;19
177;412.345;22
178;406.089;18
179;346.486;19
180;214.393;13
