Angle;Time_Minutes;Counts
1;43.0877;1
2;67.3424;4
3;78.1436;4
4;78.3819;2
5;77.4435;4
6;78.0136;6
7;78.4355;3
8;77.7337;6
9;77.1777;7
10;78.9694;6
11;77.5946;4
12;78.1423;1
13;77.7902;8
14;77.7214;5
15;78.4051;6
16;77.8701;2
17;78.4086;8
18;77.4934;2
19;78.5612;5
20;76.3922;2
21;74.5784;6
22;74.938;2
23;74.6709;8
24;74.9502;3
25;75.1423;3
26;75.6027;5
27;75.0279;4
28;74.6224;3
29;74.5242;3
30;75.4193;7
31;74.7941;6
32;74.5004;1
33;75.5466;8
34;74.9025;7
35;75.1836;5
36;75.0061;1
37;75.2642;5
38;74.3883;4
39;75.6811;5
40;75.2395;8
41;73.8783;6
42;75.6132;6
43;75.163;5
44;75.1252;3
45;74.6443;7
46;75.257;6
47;75.3346;6
48;74.825;6
49;74.8072;6
50;74.91;4
51;75.0077;2
52;75.2241;1
53;75.012;4
54;73.9436;9
55;75.2346;7
56;75.764;3
57;74.9244;5
58;74.2544;2
59;76.357;3
60;74.2772;1
61;74.5156;2
62;75.6957;4
63;74.9623;6
64;75.0854;6
65;74.7861;5
66;74.8173;5
67;75.2801;7
68;74.193;3
69;75.2965;3
70;75.3429;1
71;74.7879;6
72;75.1732;5
73;75.2205;0
74;75.1967;4
75;74.2533;7
76;75.5192;6
77;74.5673;5
78;75.4393;7
79;74.9926;9
80;74.8833;9
81;73.9054;5
82;72.0245;6
83;72.0995;4
84;72.1295;5
85;72.5489;1
86;71.532;7
87;72.0355;6
88;71.9892;6
89;72.409;2
90;71.431;4
91;71.6217;3
92;72.8622;0
93;71.8728;3
94;71.6245;3
95;72.4177;4
96;71.6872;4
97;71.8708;6
98;72.0314;6
99;72.0111;7
100;72.5054;1
101;71.4318;3
102;71.6245;3
103;72.141;3
104;71.616;4
105;72.873;2
106;71.8733;5
107;71.9987;4
108;72.7812;3
109;71.2754;2
110;71.5129;5
111;72.5925;5
112;71.7625;2
113;71.9693;6
114;71.6904;3
115;72.0828;3
116;72.2464;3
117;72.0579;2
118;71.6916;3
119;72.5783;3
120;71.7969;2
121;71.599;8
122;72.2226;5
123;72.1003;5
124;71.8698;4
125;72.0599;7
126;71.6802;9
127;72.8995;7
128;71.2768;3
129;72.1938;5
130;72.008;5
131;71.9258;3
132;72.0649;2
133;72.2884;2
134;72.3101;3
135;71.9289;7
136;71.3251;5
137;72.2483;5
138;71.3348;5
139;72.9966;5
140;71.4546;3
141;73.3243;3
142;75.4229;4
143;74.9909;7
144;75.5622;7
145;74.8443;4
146;75.1974;4
147;75.3276;3
148;74.8031;3
149;74.653;6
150;74.5915;6
151;74.9469;7
152;75.6558;7
153;74.6222;6
154;75.6714;4
155;74.5332;7
156;74.7115;8
157;75.4274;0
158;74.5206;1
159;75.2687;4
160;74.8516;4
161;74.8765;8
162;75.0933;5
163;75.1814;1
164;75.1834;7
165;75.1188;2
166;75.0884;4
167;74.4664;3
168;75.2879;3
169;74.8926;4
170;75.0174;2
171;75.3053;4
172;75.1012;4
173;74.1958;5
174;77.2653;4
175;77.65;2
176;78.0304;10
177;78.4726;6
178;77.4175;7
179;68.1559;3
180;42.6947;3
