Angle;Time_Minutes;Counts
1;42.7912;3
2;69.8242;8
3;80.9442;4
4;81.3558;3
5;81.1262;5
6;80.396;6
7;81.2959;5
8;81.6358;6
9;80.5469;5
10;81.2512;4
11;80.6882;2
12;81.603;2
13;80.6458;6
14;80.7513;8
15;81.4673;8
16;80.0992;6
17;80.4562;3
18;81.718;3
19;80.9867;2
20;81.7079;9
21;80.5921;2
22;81.2651;5
23;80.4868;4
24;81.9475;2
25;80.9234;9
26;80.2174;6
27;81.1064;3
28;81.1587;5
29;81.0475;3
30;80.848;6
31;80.2722;3
32;82.8514;8
33;84.0356;6
34;84.2223;5
35;84.453;6
36;83.8097;6
37;83.9672;5
38;84.1286;5
39;83.2101;5
40;84.1863;4
41;83.7707;4
42;84.8491;9
43;83.5105;8
44;84.0726;8
45;84.4313;4
46;83.336;4
47;83.8438;9
48;84.4087;4
49;83.9835;4
50;84.0788;10
51;83.5973;4
52;84.7337;2
53;82.9778;9
54;84.5782;5
55;83.8429;4
56;84.0978;3
57;83.799;5
58;84.3374;6
59;83.5756;8
60;84.2085;3
61;84.4382;7
62;83.813;4
63;84.2163;2
64;84.3395;10
65;83.272;5
66;83.5398;5
67;84.6181;6
68;84.348;6
69;83.5198;5
70;84.105;8
71;84.2009;3
72;83.1447;5
73;84.4259;8
74;84.3771;3
75;84.0369;5
76;83.3057;6
77;84.6428;6
78;84.0549;9
79;83.7636;4
80;84.2608;3
81;83.3541;4
82;84.2759;4
83;83.7392;6
84;84.0196;7
85;83.8639;2
86;83.9641;7
87;84.521;3
88;83.756;6
89;84.626;4
90;83.3032;4
91;84.3875;7
92;84.2926;6
93;83.7148;6
94;83.5918;3
95;83.8748;4
96;84.7782;3
97;83.6115;4
98;84.418;5
99;83.3243;3
100;83.5679;1
101;84.6777;5
102;83.6868;1
103;84.1233;5
104;85.3152;5
105;83.0355;6
106;84.048;11
107;84.378;2
108;83.6083;4
109;84.2258;5
110;84.172;9
111;83.1303;8
112;84.3287;6
113;84.3887;4
114;83.3121;3
115;83.5995;6
116;84.6767;6
117;83.7677;7
118;84.6486;10
119;83.1124;3
120;84.4825;7
121;83.4062;11
122;84.4805;10
123;84.4813;6
124;83.1061;8
125;84.7291;8
126;83.1649;9
127;85.2063;5
128;84.0692;3
129;83.3454;0
130;84.6146;9
131;83.4902;5
132;84.193;3
133;83.9573;3
134;83.3903;6
135;84.4711;7
136;84.2495;5
137;83.6272;8
138;84.2343;8
139;84.0082;3
140;83.4347;6
141;84.6875;6
142;83.1496;8
143;84.3803;7
144;84.1994;5
145;83.9651;3
146;83.8054;8
147;84.3129;9
148;83.1996;8
149;84.4638;7
150;83.8308;5
151;84.3285;2
152;83.8469;9
153;84.163;3
154;83.7408;5
155;85.2039;4
156;82.7527;1
157;84.3345;4
158;83.5335;6
159;84.5019;5
160;83.8609;5
161;83.5312;5
162;84.8465;8
163;83.6241;5
164;83.8359;7
165;85.3357;5
166;83.0149;4
167;83.7907;2
168;83.9982;6
169;83.9695;5
170;84.4161;4
171;83.1824;8
172;84.8237;5
173;83.6365;3
174;84.1978;6
175;83.8712;4
176;83.4611;4
177;84.8422;4
178;83.4089;3
179;72.1358;5
180;42.8653;3
