Angle;Time_Minutes;Counts_34f
0;2.88283;0
1;9.32557;0
2;11.0163;0
3;12.008;0
4;12.1502;0
5;11.7842;0
6;12.1438;1
7;12.0123;1
8;11.6005;1
9;12.1893;1
10;12.133;0
11;12.0192;1
12;11.5382;0
13;12.2635;0
14;12.196;0
15;11.9978;0
16;12.1854;0
17;11.764;0
18;12.1831;1
19;11.9441;0
20;12.0714;2
21;11.6062;2
22;12.3303;0
23;11.8738;1
24;12.1691;1
25;11.9137;0
26;11.9487;0
27;11.7742;0
28;12.1504;1
29;11.9785;1
30;12.0768;0
31;11.507;1
32;12.649;0
33;11.8556;2
34;12.2039;1
35;11.9787;0
36;11.7713;0
37;12.1659;1
38;12.149;0
39;11.6631;0
40;11.8663;0
41;12.1517;2
42;11.8926;0
43;11.8172;3
44;12.483;0
45;11.703;0
46;12.136;0
47;12.084;0
48;11.581;1
49;12.3231;0
50;12.0405;1
51;11.9413;0
52;12.0866;2
53;11.9442;0
54;12.2477;2
55;11.8146;1
56;11.9256;2
57;12.1085;0
58;11.9608;0
59;12.0343;2
60;12.0677;0
61;11.7843;1
62;11.8767;0
63;12.2373;1
64;11.774;1
65;12.349;0
66;11.9206;1
67;12.166;1
68;11.6836;1
69;12.2809;0
70;11.6174;0
71;12.1156;1
72;12.3215;0
73;11.7111;0
74;12.0247;0
75;11.9796;0
76;12.2445;0
77;11.8443;0
78;11.8723;0
79;11.9843;1
80;11.9648;1
81;12.2323;4
82;11.8607;1
83;12.0072;1
84;12.119;1
85;11.7732;0
86;12.0969;1
87;11.9617;0
88;12.0572;0
89;11.9394;0
90;11.9986;0
91;11.9044;0
92;12.2727;1
93;11.8855;1
94;11.9669;4
95;12.2062;0
96;12.1192;0
97;11.7386;2
98;12.0141;0
99;12.0767;1
100;11.9311;0
101;11.8604;0
102;12.1385;1
103;11.9969;1
104;11.9718;2
105;11.8501;0
106;12.1421;0
107;12.071;2
108;11.782;1
109;12.5212;1
110;11.5623;1
111;11.9362;0
112;11.8952;0
113;12.2416;0
114;11.9837;0
115;12.1372;0
116;11.9502;2
117;11.9169;0
118;12.2714;0
119;11.834;1
120;11.8286;0
121;12.0784;0
122;9.03305;0
123;9.03934;0
124;9.09745;2
125;8.9981;0
126;8.87474;2
127;8.92735;0
128;8.89577;0
129;9.19585;0
130;8.96458;1
131;9.09688;0
132;9.21236;1
133;8.8285;0
134;9.30851;1
135;8.93103;0
136;9.1162;1
137;8.84938;1
138;8.69645;0
139;9.2715;0
140;8.93413;1
141;9.08686;2
142;9.00323;0
143;9.1359;0
144;8.83735;0
145;9.03923;0
146;8.88527;1
147;9.15717;1
148;9.01644;0
149;9.0394;0
150;8.94612;1
151;8.93457;0
152;9.18159;0
153;8.94903;0
154;8.91313;2
155;8.96685;0
156;9.01413;1
157;8.88242;0
158;9.20021;0
159;8.96617;1
160;8.86895;0
161;8.98388;1
162;9.06645;0
163;9.01883;1
164;9.01247;0
165;8.8941;1
166;9.11458;1
167;9.08913;1
168;8.87075;0
169;8.94306;0
170;8.98115;2
171;9.04321;2
172;9.06403;0
173;9.04146;0
174;8.78135;1
175;9.29559;1
176;8.89329;1
177;8.82845;0
178;9.18426;0
179;8.08594;0
180;6.25458;1
