Angle;Time_Minutes;Counts
0;17.635;0
1;285.082;12
2;440.347;28
3;503.625;29
4;505.908;16
5;501.8;24
6;504.565;32
7;503.887;27
8;504.357;40
9;501.567;32
10;506.303;31
11;503.035;25
12;505.195;23
13;501.043;38
14;505.611;36
15;504.802;38
16;502.719;37
17;504.632;30
18;503.365;30
19;505.772;25
20;501.309;29
21;498.595;26
22;497.821;27
23;496.738;45
24;499.077;27
25;497.888;31
26;498.522;31
27;497.94;24
28;496.599;22
29;497.89;30
30;499.452;42
31;496.141;26
32;499.567;22
33;500.772;34
34;501.04;38
35;502.73;28
36;498.162;32
37;502.735;27
38;501.201;24
39;500.875;27
40;502.403;41
41;497.554;28
42;503.575;46
43;501.638;38
44;501.056;29
45;500.532;45
46;500.566;32
47;503.384;44
48;498.938;35
49;502.209;31
50;499.193;38
51;500.888;26
52;502.16;28
53;501.177;24
54;500.07;40
55;500.051;30
56;503.112;20
57;499.905;30
58;501.167;30
59;502.302;35
60;498.881;22
61;500.282;33
62;502.507;30
63;502.013;27
64;499.713;42
65;500.932;27
66;499.889;30
67;502.955;31
68;500.651;25
69;499.276;23
70;502.189;34
71;501.848;41
72;500.758;27
73;501.086;19
74;500.179;28
75;501.428;29
76;500.535;35
77;500.793;29
78;501.233;41
79;502.336;43
80;499.843;36
81;498.885;38
82;497.026;37
83;492.711;27
84;494.28;34
85;497.387;22
86;493.43;39
87;495.313;26
88;494.965;30
89;497.152;23
90;491.732;32
91;497.135;29
92;496.171;22
93;493.998;27
94;493.549;21
95;496.174;31
96;495.039;24
97;494.692;40
98;493.239;46
99;495.054;43
100;496.52;20
101;495.041;25
102;493.081;18
103;494.967;21
104;495.417;29
105;496.305;24
106;495.071;39
107;496.829;26
108;495.154;26
109;495.313;26
110;493.138;32
111;495.094;34
112;494.933;28
113;494.422;35
114;495.214;35
115;493.052;31
116;497.047;33
117;494.802;21
118;495.819;29
119;493.934;26
120;494.48;33
121;489.836;42
122;491.086;47
123;485.946;37
124;484.65;28
125;486.77;46
126;483.857;41
127;489.013;30
128;488.318;22
129;488.61;22
130;490.773;37
131;486.93;37
132;490.52;29
133;492.599;29
134;490.638;29
135;492.476;37
136;488.048;36
137;489.062;38
138;488.784;46
139;490.31;27
140;489.288;35
141;490.606;28
142;497.251;37
143;494.757;46
144;495.401;36
145;493.928;30
146;496.219;31
147;494.807;36
148;493.611;36
149;494.884;42
150;494.824;29
151;495.987;39
152;495.357;45
153;495.217;35
154;494.735;28
155;496.819;38
156;491.868;36
157;496.278;24
158;494.574;23
159;496.08;40
160;492.824;38
161;495.018;43
162;495.485;37
163;495.971;33
164;494.45;40
165;495.134;27
166;494.263;27
167;495.444;28
168;495.77;24
169;493.692;31
170;497.04;22
171;493.989;40
172;497.54;33
173;491.358;29
174;499.804;24
175;500.826;21
176;497.137;39
177;499.879;26
178;496.125;26
179;434.807;25
180;273.264;17
