Angle;Time_Minutes;Counts
0;17.635;0
1;285.082;1
2;440.347;7
3;503.625;10
4;505.908;7
5;501.8;4
6;504.565;12
7;503.887;10
8;504.357;7
9;501.567;13
10;506.303;10
11;503.035;7
12;505.195;3
13;501.043;12
14;505.611;14
15;504.802;14
16;502.719;7
17;504.632;10
18;503.365;6
19;505.772;3
20;501.309;11
21;498.595;7
22;497.821;10
23;496.738;11
24;499.077;8
25;497.888;9
26;498.522;14
27;497.94;8
28;496.599;6
29;497.89;6
30;499.452;10
31;496.141;8
32;499.567;7
33;500.772;7
34;501.04;6
35;502.73;14
36;498.162;9
37;502.735;3
38;501.201;5
39;500.875;4
40;502.403;10
41;497.554;5
42;503.575;13
43;501.638;11
44;501.056;7
45;500.532;12
46;500.566;13
47;503.384;15
48;498.938;11
49;502.209;5
50;499.193;11
51;500.888;4
52;502.16;5
53;501.177;10
54;500.07;14
55;500.051;7
56;503.112;10
57;499.905;10
58;501.167;9
59;502.302;6
60;498.881;7
61;500.282;9
62;502.507;11
63;502.013;7
64;499.713;13
65;500.932;6
66;499.889;3
67;502.955;11
68;500.651;9
69;499.276;5
70;502.189;7
71;501.848;14
72;500.758;9
73;501.086;4
74;500.179;4
75;501.428;6
76;500.535;9
77;500.793;7
78;501.233;13
79;502.336;7
80;499.843;12
81;498.885;5
82;497.026;11
83;492.711;6
84;494.28;13
85;497.387;10
86;493.43;12
87;495.313;7
88;494.965;18
89;497.152;9
90;491.732;8
91;497.135;4
92;496.171;7
93;493.998;4
94;493.549;5
95;496.174;8
96;495.039;6
97;494.692;11
98;493.239;12
99;495.054;18
100;496.52;5
101;495.041;3
102;493.081;6
103;494.967;3
104;495.417;11
105;496.305;12
106;495.071;11
107;496.829;3
108;495.154;6
109;495.313;5
110;493.138;6
111;495.094;6
112;494.933;11
113;494.422;6
114;495.214;9
115;493.052;7
116;497.047;8
117;494.802;6
118;495.819;10
119;493.934;9
120;494.48;5
121;489.836;12
122;491.086;15
123;485.946;5
124;484.65;12
125;486.77;10
126;483.857;10
127;489.013;9
128;488.318;6
129;488.61;6
130;490.773;5
131;486.93;3
132;490.52;7
133;492.599;6
134;490.638;4
135;492.476;5
136;488.048;10
137;489.062;16
138;488.784;12
139;490.31;3
140;489.288;10
141;490.606;6
142;497.251;5
143;494.757;12
144;495.401;8
145;493.928;6
146;496.219;9
147;494.807;8
148;493.611;8
149;494.884;18
150;494.824;4
151;495.987;9
152;495.357;18
153;495.217;12
154;494.735;17
155;496.819;10
156;491.868;10
157;496.278;2
158;494.574;6
159;496.08;12
160;492.824;9
161;495.018;8
162;495.485;9
163;495.971;11
164;494.45;7
165;495.134;10
166;494.263;9
167;495.444;8
168;495.77;2
169;493.692;6
170;497.04;7
171;493.989;8
172;497.54;10
173;491.358;6
174;499.804;8
175;500.826;3
176;497.137;11
177;499.879;2
178;496.125;2
179;434.807;6
180;273.264;7
