Angle;Time_Minutes;Counts
0;17.635;0
1;285.082;8
2;440.347;12
3;503.625;9
4;505.908;5
5;501.8;12
6;504.565;16
7;503.887;13
8;504.357;19
9;501.567;8
10;506.303;12
11;503.035;9
12;505.195;13
13;501.043;15
14;505.611;20
15;504.802;15
16;502.719;24
17;504.632;15
18;503.365;13
19;505.772;11
20;501.309;15
21;498.595;13
22;497.821;8
23;496.738;22
24;499.077;12
25;497.888;13
26;498.522;13
27;497.94;13
28;496.599;11
29;497.89;13
30;499.452;24
31;496.141;11
32;499.567;11
33;500.772;20
34;501.04;16
35;502.73;7
36;498.162;18
37;502.735;19
38;501.201;17
39;500.875;14
40;502.403;13
41;497.554;18
42;503.575;18
43;501.638;16
44;501.056;14
45;500.532;14
46;500.566;17
47;503.384;19
48;498.938;15
49;502.209;11
50;499.193;24
51;500.888;11
52;502.16;14
53;501.177;13
54;500.07;16
55;500.051;14
56;503.112;7
57;499.905;15
58;501.167;15
59;502.302;18
60;498.881;9
61;500.282;13
62;502.507;16
63;502.013;13
64;499.713;18
65;500.932;12
66;499.889;12
67;502.955;13
68;500.651;9
69;499.276;11
70;502.189;17
71;501.848;18
72;500.758;11
73;501.086;12
74;500.179;18
75;501.428;14
76;500.535;17
77;500.793;11
78;501.233;23
79;502.336;24
80;499.843;19
81;498.885;21
82;497.026;20
83;492.711;11
84;494.28;13
85;497.387;8
86;493.43;14
87;495.313;12
88;494.965;5
89;497.152;11
90;491.732;17
91;497.135;14
92;496.171;9
93;493.998;15
94;493.549;7
95;496.174;13
96;495.039;10
97;494.692;18
98;493.239;20
99;495.054;21
100;496.52;10
101;495.041;14
102;493.081;11
103;494.967;14
104;495.417;14
105;496.305;7
106;495.071;19
107;496.829;18
108;495.154;13
109;495.313;12
110;493.138;14
111;495.094;18
112;494.933;13
113;494.422;20
114;495.214;16
115;493.052;13
116;497.047;16
117;494.802;7
118;495.819;10
119;493.934;7
120;494.48;19
121;489.836;18
122;491.086;19
123;485.946;20
124;484.65;7
125;486.77;24
126;483.857;14
127;489.013;12
128;488.318;6
129;488.61;9
130;490.773;18
131;486.93;24
132;490.52;17
133;492.599;17
134;490.638;14
135;492.476;21
136;488.048;16
137;489.062;14
138;488.784;18
139;490.31;20
140;489.288;19
141;490.606;14
142;497.251;25
143;494.757;16
144;495.401;17
145;493.928;15
146;496.219;16
147;494.807;21
148;493.611;19
149;494.884;19
150;494.824;17
151;495.987;19
152;495.357;16
153;495.217;11
154;494.735;5
155;496.819;20
156;491.868;18
157;496.278;16
158;494.574;13
159;496.08;21
160;492.824;22
161;495.018;25
162;495.485;18
163;495.971;17
164;494.45;14
165;495.134;6
166;494.263;12
167;495.444;15
168;495.77;11
169;493.692;17
170;497.04;11
171;493.989;17
172;497.54;10
173;491.358;17
174;499.804;11
175;500.826;8
176;497.137;11
177;499.879;19
178;496.125;21
179;434.807;12
180;273.264;9
