Angle;Time_Minutes;Counts
1;83.0463;1
2;130.049;6
3;150.292;8
4;149.996;6
5;148.84;7
6;150.806;11
7;150.637;8
8;149.135;15
9;149.432;8
10;150.854;9
11;150.23;8
12;149.191;3
13;149.761;10
14;150.031;9
15;150.695;12
16;150.22;6
17;149.657;12
18;150.372;10
19;150.154;9
20;148.383;10
21;147.029;10
22;146.394;4
23;146.72;13
24;147.938;6
25;146.283;6
26;147.647;11
27;146.805;8
28;146.077;4
29;147.446;7
30;147.528;11
31;145.683;11
32;147.811;4
33;146.789;10
34;147.295;12
35;146.934;9
36;146.113;5
37;147.89;9
38;146.987;6
39;146.69;10
40;147.775;14
41;145.806;9
42;147.429;12
43;147.233;12
44;147.437;5
45;146.481;15
46;147.392;10
47;147.542;10
48;145.984;14
49;147.113;8
50;147.35;7
51;147.129;7
52;147.143;9
53;146.757;6
54;146.859;11
55;146.665;10
56;147.468;7
57;146.644;9
58;146.523;9
59;148.166;10
60;146.684;4
61;145.762;10
62;147.776;5
63;147.604;10
64;146.625;14
65;147.076;9
66;146.511;7
67;147.787;11
68;145.961;7
69;147.023;6
70;147.402;5
71;147.38;16
72;147.478;8
73;146.629;6
74;146.775;9
75;146.6;10
76;147.747;10
77;146.356;8
78;146.797;14
79;147.596;15
80;146.828;14
81;146.089;15
82;143.739;10
83;144.195;7
84;143.757;12
85;145.351;3
86;143.306;11
87;143.832;7
88;144.335;9
89;143.451;5
90;144.133;6
91;143.672;7
92;144.984;5
93;143.52;9
94;144.084;11
95;144.498;9
96;144.043;6
97;143.392;13
98;143.111;12
99;144.285;14
100;144.823;6
101;143.061;4
102;144.001;10
103;143.791;7
104;143.686;5
105;145.459;6
106;143.304;10
107;144.634;6
108;144.734;9
109;144.156;5
110;142.344;9
111;144.811;7
112;143.762;4
113;143.208;9
114;144.204;11
115;144.146;10
116;144.792;8
117;143.313;5
118;144.459;6
119;144.021;12
120;143.647;6
121;143.307;8
122;141.746;13
123;141.214;11
124;141.237;8
125;140.39;11
126;141.122;16
127;141.446;10
128;140.181;6
129;141.271;8
130;141.191;8
131;140.896;10
132;664.915;43
133;143.626;4
134;144.508;8
135;143.439;10
136;144.14;7
137;143.679;10
138;143.201;15
139;144.644;5
140;144.114;10
141;145.375;7
142;147.116;7
143;147.609;15
144;147.433;10
145;147.361;7
146;146.278;9
147;147.643;8
148;146.717;7
149;146.731;11
150;146.76;8
151;147.514;12
152;147.115;10
153;146.377;12
154;147.253;9
155;146.867;13
156;146.402;10
157;147.442;5
158;146.729;4
159;147.596;13
160;146.684;7
161;146.76;13
162;146.501;12
163;148.132;8
164;146.623;11
165;147.049;7
166;147.404;7
167;146.541;12
168;147.462;6
169;146.332;9
170;147.569;5
171;146.797;15
172;147.681;9
173;145.285;11
174;150.002;6
175;149.666;6
176;146.879;14
177;147.655;11
178;146.497;8
179;127.72;7
180;79.4644;5
