Angle;Time_Minutes;Counts_34f
1;353.432;14
2;555.179;32
3;638.79;35
4;640.892;21
5;635.773;29
6;640.13;45
7;639.893;34
8;638.349;55
9;636.199;40
10;641.987;41
11;638.223;33
12;639.167;24
13;636.75;48
14;639.955;41
15;640.753;49
16;637.78;41
17;639.14;40
18;639.145;40
19;640.336;34
20;634.895;39
21;629.532;36
22;629.361;31
23;628.431;58
24;631.825;34
25;629.116;37
26;631.14;42
27;630.038;31
28;627.232;26
29;630.637;29
30;631.551;51
31;627.064;37
32;632.548;25
33;632.639;44
34;633.126;51
35;634.986;35
36;629.535;37
37;635.146;36
38;632.8;30
39;633.281;37
40;634.765;54
41;628.395;37
42;636.006;57
43;634.078;51
44;633.596;32
45;631.716;60
46;632.781;42
47;635.822;52
48;630.167;49
49;634.089;36
50;632.214;41
51;632.492;33
52;634.192;36
53;633.473;30
54;631.709;51
55;631.512;38
56;635.578;27
57;631.887;37
58;632.413;36
59;635.192;45
60;630.802;26
61;631.591;42
62;635.379;33
63;637.337;36
64;633.96;54
65;636.353;36
66;634.167;35
67;638.662;42
68;634.682;32
69;634.544;29
70;637.31;34
71;637.39;57
72;635.911;35
73;635.751;25
74;635.214;35
75;636.007;39
76;636.117;45
77;635.122;37
78;635.889;54
79;637.899;56
80;635.173;49
81;632.733;53
82;628.663;45
83;624.972;32
84;626.159;44
85;631.187;25
86;624.046;53
87;627.645;32
88;627.035;41
89;628.648;29
90;623.793;38
91;628.522;34
92;629.195;23
93;625.514;34
94;626.101;32
95;628.417;40
96;627.259;28
97;625.948;50
98;624.298;58
99;627.419;53
100;629.251;25
101;626.121;29
102;625.439;28
103;626.899;28
104;626.655;34
105;630.105;30
106;625.81;47
107;629.758;30
108;627.988;32
109;627.197;27
110;623.313;41
111;628.445;41
112;626.725;30
113;625.122;43
114;627.421;44
115;625.222;39
116;629.914;41
117;626.008;27
118;625.102;35
119;623.08;36
120;623.23;38
121;618.489;50
122;617.354;60
123;612.217;46
124;610.737;36
125;612.603;58
126;609.918;56
127;615.293;39
128;613.657;27
129;614.617;30
130;617.007;41
131;612.857;47
132;1140.42;70
133;621.44;31
134;620.513;35
135;620.32;48
136;617.344;43
137;617.493;48
138;617.763;60
139;619.341;32
140;618.091;46
141;621.25;34
142;629.134;42
143;627.339;59
144;628.014;46
145;626.119;33
146;627.593;39
147;627.603;40
148;625.404;41
149;626.561;54
150;626.604;35
151;628.317;49
152;627.925;51
153;626.022;47
154;627.091;37
155;628.735;50
156;622.895;44
157;629.165;29
158;626.502;23
159;628.211;53
160;624.742;36
161;626.847;56
162;626.716;48
163;629.506;39
164;625.91;49
165;627.496;32
166;626.594;32
167;626.912;40
168;628.24;30
169;625.216;40
170;629.417;28
171;625.57;54
172;630.183;41
173;621.69;40
174;634.97;31
175;635.141;26
176;629.707;51
177;632.512;35
178;627.346;34
179;546.372;30
180;334.387;19
