Angle;Time_Minutes;Counts
1;249.802;2
2;390.805;5
3;467.471;3
4;464.327;0
5;465.022;7
6;465.205;4
7;464.542;4
8;468.146;6
9;468.416;1
10;465.328;3
11;467.162;5
12;470.059;3
13;465.826;6
14;468.856;4
15;468.941;7
16;466.623;7
17;466.109;3
18;466.412;3
19;461.443;2
20;467.573;5
21;467.65;5
22;463.557;1
23;465.687;2
24;467.274;2
25;463.886;1
26;463.746;4
27;465.155;3
28;466.15;5
29;463.437;2
30;465.275;5
31;464.462;4
32;466.329;7
33;469.798;7
34;465.737;3
35;469.125;1
36;465.65;5
37;470.795;6
38;467.055;6
39;466.691;1
40;468.506;2
41;469.489;1
42;469.79;4
43;467.06;7
44;466.798;5
45;467.006;6
46;468.492;2
47;467.71;9
48;465.851;3
49;469.121;2
50;468.693;7
51;468.917;2
52;469.138;2
53;465.916;9
54;471.693;8
55;465.415;2
56;466.177;3
57;469.436;6
58;468.656;4
59;466.71;2
60;469.91;4
61;467.49;2
62;466.652;1
63;470.009;6
64;467.743;10
65;466.426;4
66;469.761;1
67;465.444;8
68;471.084;3
69;466.545;3
70;468.806;3
71;466.149;3
72;468.393;6
73;468.351;4
74;468.388;3
75;465.996;2
76;470.118;3
77;463.904;3
78;471.115;4
79;469.042;1
80;464.522;4
81;472.597;2
82;466.772;2
83;466.33;3
84;467.346;7
85;468.629;2
86;466.223;4
87;471.724;3
88;465.803;4
89;470.66;3
90;466.773;2
91;468.976;7
92;464.409;5
93;468.208;6
94;469.163;6
95;467.892;4
96;469.899;4
97;467.878;4
98;462.917;5
99;471.792;3
100;468.265;3
101;468.61;4
102;468.112;1
103;467.969;4
104;468.406;3
105;464.54;3
106;469.814;6
107;467.83;3
108;469.572;2
109;468.24;3
110;469.149;7
111;466.53;8
112;466.164;3
113;470.242;4
114;467.022;2
115;469.213;6
116;468.868;5
117;465.962;4
118;469.532;8
119;471.663;0
120;472.977;5
121;468.7;4
122;469.231;9
123;470.71;3
124;469.126;6
125;466.474;6
126;467.963;6
127;467.574;2
128;467.385;2
129;468.908;4
130;468.364;7
131;467.859;7
132;470.474;5
133;464.999;2
134;467.126;6
135;469.084;5
136;466.625;3
137;469.716;7
138;469.472;4
139;467.363;2
140;467.095;5
141;467.778;5
142;467.18;5
143;468.296;3
144;466.629;5
145;471.957;5
146;465.598;7
147;469.944;10
148;466.217;3
149;467.447;3
150;468.828;3
151;466.368;2
152;468.88;2
153;468.317;3
154;470.908;1
155;468.426;2
156;465.193;3
157;469.84;6
158;463.672;3
159;470.024;5
160;466.712;3
161;469.1;6
162;468.822;5
163;467.934;5
164;468.039;8
165;469.871;4
166;467.128;3
167;467.883;3
168;469.444;3
169;462.716;5
170;470.053;4
171;468.732;4
172;467.938;3
173;466.713;4
174;471.54;6
175;467.941;4
176;466.868;3
177;469.325;2
178;465.231;4
179;393.999;8
180;241.978;4
