Angle;Time_Minutes;Counts
1;249.802;2
2;390.805;10
3;467.471;5
4;464.327;4
5;465.022;7
6;465.205;7
7;464.542;6
8;468.146;7
9;468.416;6
10;465.328;5
11;467.162;6
12;470.059;4
13;465.826;8
14;468.856;8
15;468.941;13
16;466.623;9
17;466.109;7
18;466.412;4
19;461.443;5
20;467.573;8
21;467.65;7
22;463.557;3
23;465.687;3
24;467.274;3
25;463.886;8
26;463.746;10
27;465.155;4
28;466.15;7
29;463.437;3
30;465.275;7
31;464.462;5
32;466.329;13
33;469.798;8
34;465.737;6
35;469.125;6
36;465.65;8
37;470.795;7
38;467.055;8
39;466.691;2
40;468.506;2
41;469.489;6
42;469.79;6
43;467.06;8
44;466.798;9
45;467.006;9
46;468.492;5
47;467.71;14
48;465.851;4
49;469.121;4
50;468.693;11
51;468.917;2
52;469.138;3
53;465.916;13
54;471.693;9
55;465.415;5
56;466.177;8
57;469.436;8
58;468.656;5
59;466.71;4
60;469.91;5
61;467.49;8
62;466.652;5
63;470.009;7
64;467.743;16
65;466.426;6
66;469.761;1
67;465.444;10
68;471.084;6
69;466.545;6
70;468.806;6
71;466.149;5
72;468.393;10
73;468.351;11
74;468.388;5
75;465.996;3
76;470.118;4
77;463.904;6
78;471.115;8
79;469.042;3
80;464.522;6
81;472.597;3
82;466.772;4
83;466.33;3
84;467.346;11
85;468.629;4
86;466.223;8
87;471.724;5
88;465.803;7
89;470.66;5
90;466.773;3
91;468.976;8
92;464.409;7
93;468.208;8
94;469.163;6
95;467.892;5
96;469.899;5
97;467.878;5
98;462.917;7
99;471.792;5
100;468.265;5
101;468.61;7
102;468.112;5
103;467.969;6
104;468.406;6
105;464.54;5
106;469.814;11
107;467.83;5
108;469.572;4
109;468.24;3
110;469.149;9
111;466.53;9
112;466.164;8
113;470.242;5
114;467.022;5
115;469.213;9
116;468.868;8
117;465.962;7
118;469.532;12
119;471.663;1
120;472.977;6
121;468.7;13
122;469.231;16
123;470.71;5
124;469.126;7
125;466.474;9
126;467.963;10
127;467.574;2
128;467.385;3
129;468.908;5
130;468.364;12
131;467.859;10
132;470.474;5
133;464.999;3
134;467.126;6
135;469.084;7
136;466.625;8
137;469.716;11
138;469.472;8
139;467.363;5
140;467.095;6
141;467.778;5
142;467.18;8
143;468.296;7
144;466.629;7
145;471.957;7
146;465.598;9
147;469.944;12
148;466.217;8
149;467.447;9
150;468.828;6
151;466.368;2
152;468.88;7
153;468.317;6
154;470.908;3
155;468.426;5
156;465.193;4
157;469.84;6
158;463.672;6
159;470.024;11
160;466.712;7
161;469.1;8
162;468.822;8
163;467.934;6
164;468.039;14
165;469.871;8
166;467.128;6
167;467.883;5
168;469.444;4
169;462.716;8
170;470.053;7
171;468.732;8
172;467.938;4
173;466.713;6
174;471.54;6
175;467.941;6
176;466.868;5
177;469.325;5
178;465.231;4
179;393.999;9
180;241.978;5
