Angle;Time_Minutes;Counts_34f
1;440.85;16
2;694.553;38
3;804.708;43
4;806.205;24
5;799.946;32
6;806.725;52
7;803.659;41
8;805.271;56
9;803.088;46
10;808.302;46
11;804.655;36
12;810.701;26
13;803.161;53
14;808.504;45
15;809.767;53
16;805.344;47
17;807.366;43
18;806.532;44
19;807.678;42
20;803.828;42
21;798.392;43
22;796.904;39
23;796.843;60
24;800.432;37
25;796.593;37
26;799.436;47
27;798.925;34
28;794.409;30
29;797.807;32
30;800.241;56
31;793.743;41
32;801.254;30
33;801.16;45
34;800.327;58
35;803.267;39
36;795.429;42
37;804.492;41
38;800.184;34
39;802.312;40
40;802.148;59
41;798.018;39
42;804.568;59
43;801.262;55
44;800.807;38
45;799.513;66
46;799.884;46
47;805.633;55
48;797.407;58
49;802.47;39
50;799.53;46
51;800.721;38
52;802.084;38
53;802.125;32
54;800.358;53
55;799.548;46
56;802.091;31
57;800.295;43
58;800.932;41
59;802.958;54
60;799.627;34
61;799.058;50
62;803.02;38
63;805.824;39
64;802.953;57
65;803.812;39
66;801.234;43
67;806.739;45
68;803.273;39
69;802.816;36
70;804.112;41
71;804.816;63
72;804.507;39
73;803.825;29
74;803.611;43
75;802.805;43
76;805.674;48
77;801.112;39
78;805.159;57
79;806.17;62
80;801.212;55
81;803.121;63
82;796.205;50
83;792.207;34
84;794.631;50
85;799.795;29
86;790.682;55
87;797.194;37
88;792.652;43
89;798.372;36
90;791.317;42
91;797.49;38
92;794.06;30
93;795.011;38
94;796.588;41
95;795.418;44
96;795.081;32
97;794.361;52
98;789.217;62
99;797.169;58
100;798.545;27
101;793.614;34
102;793.3;31
103;796.025;31
104;793.647;36
105;794.76;35
106;797.416;50
107;795.774;41
108;797.586;36
109;794.646;30
110;792.453;45
111;796.814;45
112;791.783;35
113;794.486;47
114;795.806;53
115;795.495;43
116;796.223;45
117;793.494;28
118;792.883;39
119;792.158;40
120;790.972;45
121;787.06;53
122;784.778;69
123;780.329;51
124;779.323;39
125;778.411;60
126;780.614;63
127;781.32;46
128;781.221;32
129;783.105;35
130;783.52;47
131;782.602;54
132;1309.31;74
133;788.685;33
134;787.787;42
135;788.774;54
136;784.869;46
137;786.855;56
138;784.878;63
139;788.106;35
140;784.899;48
141;789.148;37
142;797.742;44
143;794.654;63
144;794.689;48
145;796.918;35
146;794.929;44
147;795.688;48
148;793.172;45
149;794.831;56
150;794.184;37
151;796.621;55
152;794.795;57
153;796.816;54
154;795.162;42
155;795.64;55
156;790.32;49
157;798.32;36
158;793.267;32
159;795.31;59
160;794.272;41
161;793.817;57
162;794.51;54
163;798.447;42
164;792.389;55
165;796.877;36
166;794.568;37
167;795.083;43
168;797.169;39
169;789.895;47
170;797.848;35
171;795.194;60
172;798.64;46
173;789.143;43
174;803.882;33
175;803.089;29
176;796.896;55
177;801.151;37
178;795.262;37
179;686.242;31
180;421.529;22
