Angle;Time_Minutes;Counts_34f
0;0;0
1;560.443;20
2;876.16;44
3;1025.32;48
4;1023.86;29
5;1019.67;41
6;1024.94;54
7;1023.14;44
8;1024.86;65
9;1024.07;57
10;1026.06;53
11;1024.7;44
12;1027.62;29
13;1021.93;60
14;1028.06;53
15;1028.23;62
16;1024.3;62
17;1024.79;48
18;1023.84;50
19;1020.79;48
20;1020.76;46
21;1016.59;56
22;1011.65;43
23;1013.63;67
24;1017.15;42
25;1012.08;43
26;1014.67;55
27;1014.09;46
28;1012.22;37
29;1013.03;41
30;1015.98;61
31;1011.25;47
32;1016.03;35
33;1018.4;50
34;1014.64;64
35;1019.66;43
36;1011.38;53
37;1021.97;47
38;1015.73;43
39;1016.76;45
40;1019.08;61
41;1014.11;45
42;1020.95;66
43;1017.63;60
44;1016.32;45
45;1014.29;78
46;1017.94;51
47;1019.69;66
48;1011.61;65
49;1019.23;49
50;1016.83;52
51;1017.81;47
52;1018.6;41
53;1016.41;42
54;1018.82;60
55;1013.08;54
56;1017.66;38
57;1017.52;52
58;1016.73;49
59;1018.33;61
60;1016.5;43
61;1014.64;58
62;1018.22;46
63;1023.13;51
64;1017.36;73
65;1019.51;44
66;1020.39;46
67;1019.49;55
68;1021.42;45
69;1017.57;43
70;1022.01;49
71;1019.34;70
72;1021.16;50
73;1019.68;43
74;1019.23;51
75;1017.97;49
76;1022.93;53
77;1014.38;51
78;1022.95;61
79;1023.18;69
80;1015.43;62
81;1021.98;67
82;1011.16;53
83;1007.56;43
84;1009.49;59
85;1015.95;40
86;1006.31;64
87;1014.85;45
88;1009.08;56
89;1014.68;43
90;1007.26;47
91;1013.11;46
92;1009.31;38
93;1010.01;45
94;1011.67;49
95;1012.43;55
96;1012.38;39
97;1010.22;59
98;1002.8;67
99;1015.89;61
100;1013.95;37
101;1010.05;37
102;1009.87;40
103;1010.75;41
104;1009.75;43
105;1011.61;37
106;1011.58;56
107;1013.21;50
108;1013.95;43
109;1011.21;33
110;1008.29;57
111;1011.85;46
112;1008.56;41
113;1010.98;50
114;1011.13;58
115;1010.84;51
116;1014.11;49
117;1008.2;37
118;1009.99;49
119;1011.63;44
120;1011.72;53
121;1003.78;65
122;1002.1;84
123;998.445;55
124;996.756;42
125;994.348;68
126;994.716;67
127;997.66;50
128;996.973;38
129;1000.18;43
130;1000.75;57
131;997.226;65
132;1526.7;81
133;1002.48;41
134;1004.25;51
135;1004.93;60
136;999.719;53
137;1003.58;60
138;1003;69
139;1002.7;43
140;1001.75;55
141;1004.34;44
142;1013.16;48
143;1011.25;70
144;1010.44;59
145;1014.11;43
146;1009.39;51
147;1013.24;56
148;1008.42;59
149;1009.54;64
150;1011.6;44
151;1010.36;61
152;1012.96;63
153;1010.18;62
154;1014.26;47
155;1011.96;63
156;1005.34;57
157;1014.67;43
158;1006.64;35
159;1013.73;67
160;1007.59;54
161;1012.41;65
162;1010.69;61
163;1013.82;56
164;1010.11;66
165;1012.03;41
166;1010.71;48
167;1011;52
168;1013.69;51
169;1003.96;54
170;1015.05;42
171;1011.12;67
172;1013.3;53
173;1004.77;50
174;1022.31;40
175;1019.21;40
176;1013.11;61
177;1016.99;45
178;1009.17;41
179;868.235;39
180;533.5;27
